bout,baʊt
teac,tiæk
teac,tik
teak,tik
teal,tiɫ
team,tim
tear,tɛɹ
tear,tɪɹ
teas,tiz
teat,tit
tebo,tɛboʊ
tech,tɛk
teck,tɛk
teco,tikoʊ
teds,tɛdz
teed,tid
teel,tiɫ
teem,tim
teen,tin
teer,tɪɹ
tees,tiz
teet,tit
teig,tiɡ
tele,tɛɫə
tele,tɛɫi
tell,tɛɫ
temp,tɛmp
tens,tɛnz
tend,tɛnd
teng,tɛŋ
tenn,tɛn
tens,tɛnz
tent,tɛnt
tepe,tip
term,tɝm
tern,tɝnz
tese,tis
tesh,tɛʃ
test,tɛst
teta,tɛtə
tete,tɛt
teti,tɛti
teva,teɪvə
tews,tʃuz
text,tɛkst
thai,taɪ
thal,θæɫ
tham,θæm
than,ðæn
than,ðən
thar,θɑɹ
that,ðæt
that,ðət
thau,ðaʊ
thaw,θɔ
thee,ði
them,ðɛm
them,ðəm
then,ðɛn
thew,θu
they,ðeɪ
thin,θɪn
this,ðɪs
this,ðɪs
this,ðɪs
thom,tɑm
thon,θɑn
thor,θɔɹ
thou,ðaʊ
thru,θɹu
thud,θəd
thug,θəɡ
thul,θəɫ
thum,θəm
thun,θən
thur,ðɝ
thus,ðəs
tian,tjɑn
tibi,tɪbi
tice,taɪs
tick,tɪk
tics,tɪks
tidd,tɪd
tide,taɪd
tidy,taɪdi
tied,taɪd
tier,tiɹ
ties,taɪz
tieu,tiu
tiff,tɪf
tift,tɪft
tike,taɪk
tiki,tiki
tile,taɪɫ
till,tɪɫ
tilt,tɪɫt
tims,tɪmz
time,taɪm
timm,tɪm
tims,tɪmz
tine,taɪn
ting,tɪŋ
tino,tinoʊ
tins,tɪnz
tint,tɪnt
tipa,tɪpə
tipo,tipoʊ
tipp,tɪp
tips,tɪps
tire,taɪɝ
tita,titə
tito,titoʊ
tits,tɪts
tivo,tɪvoʊ
toad,toʊd
toal,toʊɫ
tobe,toʊb
tobu,toʊbu
tock,tɑk
toda,toʊdə
todo,tudu
todt,tɑdt
toed,toʊd
toes,toʊz
toff,tɔf
toft,tɑft
tofu,toʊfu
toga,toʊɡə
togo,toʊɡoʊ
togs,tɑɡz
toil,tɔɪɫ
told,toʊɫd
tole,toʊɫ
toll,toʊɫ
toms,tɑmz
toma,toʊmə
tomb,tum
tome,toʊm
toms,tɑmz
tone,toʊn
tong,tɔŋ
tonk,tɔŋk
tonn,tɑn
tons,tənz
took,tʊk
tool,tuɫ
toon,tun
toot,tut
tope,toʊp
topp,tɑp
tops,tɑps
tore,tɔɹ
torn,tɔɹn
toro,tɔɹoʊ
torp,tɔɹp
torr,tɔɹ
tort,tɔɹt
toru,tɔɹu
tosh,tɑʃ
tosi,toʊsi
toso,toʊsoʊ
toss,tɔs
tota,toʊtə
tote,toʊt
toth,tɑθ
toti,toʊti
toto,toʊtoʊ
tots,tɑts
tour,tʊɹ
tout,taʊt
towe,toʊ
town,taʊn
tows,toʊz
toys,tɔɪz
toye,tɔɪ
toyo,toʊjoʊ
toys,tɔɪz
toys,tɔɪz
trac,tɹæk
trak,tɹæk
tram,tɹæm
trap,tɹæp
trax,tɹæks
tray,tɹeɪ
tree,tɹi
trek,tɹɛk
treu,tɹu
trew,tɹu
trib,tɹɪb
trie,tɹaɪ
trig,tɹɪɡ
trim,tɹɪm
trio,tɹioʊ
trip,tɹɪp
trod,tɹɑd
tron,tɹɑn
trot,tɹɑt
trow,tɹoʊ
true,tɹu
trus,tɹəs
tsai,saɪ
tsai,tsaɪ
tsao,saʊ
tsao,tsaʊ
tsar,tsɑɹ
tsar,zɑɹ
tsui,sui
tsui,tsui
tuba,tubə
tubb,təb
tube,tjub
tube,tub
tubs,təbz
tuch,tətʃ
tuck,tək
tude,tud
tuel,tuɫ
tufa,tufə
tuff,təf
tufo,tufoʊ
tuft,təft
tugs,təɡz
tuks,təks
tull,təɫ
tuma,tumə
tums,təmz
tums,təmz
tuna,tjunə
tuna,tunə
tune,tun
tung,təŋ
tupa,tupə
tupy,tupi
ture,tʊɹ
turf,tɝf
turi,tʊɹi
turk,tɝk
turn,tɝn
turo,tʊɹoʊ
tusa,tusə
tush,tʊʃ
tusk,təsk
tuts,təts
tutt,tət
tutu,tutu
twas,twəz
twat,twɑt
twig,twɪɡ
twin,twɪn
twos,tuz
twos,tuz
tyce,taɪs
tyco,taɪkoʊ
tyer,taɪɝ
tyke,taɪk
tyne,taɪn
type,taɪp
typo,taɪpoʊ
tyre,taɪɹ
tyus,tjus
uart,juɑɹt
uber,jubɝ
ucci,utʃi
uday,udeɪ
uden,udən
ueda,wɛdə
ueda,ueɪdə
ueki,juɛki
ueno,wɛnoʊ
ueno,ueɪnoʊ
ufos,juɛfoʊz
ufos,juɛfoʊz
ugly,əɡɫi
uhde,əd
uhde,udə
uher,uɝ
uhle,uəɫ
uhls,uɫz
ulam,juɫæm
ulch,əɫtʃ
ulee,juɫi
ulin,juɫɪn
ulsh,əɫʃ
ulva,uɫvə
undo,əndu
uneo,junioʊ
ungo,ənɡoʊ
unit,junət
unit,junɪt
unix,junɪks
unos,unoʊz
unto,əntu
unum,junəm
unum,unəm
upon,əpɑn
ural,jʊɹəɫ
uram,juɹəm
urda,ɝdə
urdu,ɝdu
urea,jɝiə
uren,ɝɛn
urey,jɝi
urge,ɝdʒ
urgo,ɝɡoʊ
uris,jɝiz
uric,jɝɪk
urie,jɝi
urls,juɑɹɛɫz
ursa,ɝsə
urso,ɝsoʊ
ursy,ɝsi
usas,juɛseɪz
usda,juɛsdieɪ
usec,jusɛk
used,juzd
user,juzɝ
uses,jusəz
uses,jusɪz
uses,juzəz
uses,juzɪz
usmc,juɛsɛmsi
usry,əsɹi
ussr,juɛsɛsɑɹ
utah,jutɔ
uthe,əð
uthe,əθ
utke,ətki
uzis,uziz
vaal,vɑɫ
vaca,vækə
vahl,vɑɫ
vail,veɪɫ
vain,veɪn
vala,vɑɫə
vale,veɪɫ
valk,vɔk
valu,væɫju
vamp,væmp
vana,vænə
vane,veɪn
vang,væŋ
vann,væn
vano,vɑnoʊ
vans,vænz
vape,veɪp
vara,vɑɹə
vari,vɑɹi
varn,vɑɹn
varo,vɑɹoʊ
varo,vɛɹoʊ
vars,vɑɹz
vary,vɛɹi
vase,vɑz
vase,veɪs
vass,væs
vast,væst
vath,væθ
vats,væts
vaux,vɔks
veal,viɫ
veba,vibə
veen,vin
veep,vip
veer,vɪɹ
vees,viz
vega,veɪɡə
vegh,vɛɡ
veil,veɪɫ
vein,veɪn
veit,vit
vela,vɛɫə
velo,vɛɫoʊ
venn,vɛn
veno,veɪnoʊ
vent,vɛnt
verb,vɝb
vere,vɪɹ
vero,vɛɹoʊ
vers,vɝs
vert,vɝt
very,vɛɹi
vess,vɛs
vest,vɛst
veto,vitoʊ
vets,vɛts
viag,vaɪæɡ
vial,vaɪəɫ
vian,viən
viar,vaɪɝ
viau,vioʊ
vibe,vaɪb
vics,vɪks
vice,vaɪs
vick,vɪk
vide,vaɪd
vied,vaɪd
viel,viɫ
vien,vin
vies,vaɪz
viet,viɛt
view,vju
vigo,viɡoʊ
vike,vaɪk
vila,viɫə
vile,vaɪɫ
vine,vaɪn
vini,vini
vink,vɪŋk
vint,vɪnt
vips,viaɪpiz
vips,viaɪpiz
visa,vizə
vise,vaɪs
vist,vɪst
visx,vɪsɛks
viti,viti
vitt,vɪt
vive,vaɪv
vive,viv
vivo,vivoʊ
vlad,vɫæd
vlok,vɫɑk
vocs,vɑks
voge,voʊdʒ
vogl,vɑɡəɫ
vogt,voʊt
vohs,vɑs
void,vɔɪd
voir,vwɑɹ
voit,vɔɪt
vold,voʊɫd
volk,voʊɫk
voll,vɑɫ
volt,voʊɫt
volz,voʊɫz
vona,voʊnə
vong,vɔŋ
vonk,vɑŋk
vons,vɑnz
vora,vɔɹə
vore,vɔɹ
vose,voʊz
voss,vɔs
vote,voʊt
voth,vɑθ
vous,vu
vows,vaʊz
vrba,vɝbɑ
vsel,visɛɫ
vyas,vaɪəs
vyas,vjɑs
waag,wɑɡ
waah,wɑ
waal,wɑɫ
waas,wɑz
wace,weɪs
wach,wɔtʃ
wack,wæk
waco,weɪkoʊ
wada,wɑdə
wadi,wɑdi
wads,wɑdz
waft,wɑft
wags,wæɡz
waga,dəbəjueɪdʒieɪ
waga,dəbəɫjueɪdʒieɪ
waga,wɑɡə
wage,weɪdʒ
wagg,wæɡ
wags,wæɡz
wagy,wæɡi
wahs,wɑz
wahl,wɑɫ
waid,weɪd
waif,weɪf
wail,weɪɫ
wain,weɪn
wais,weɪz
wait,weɪt
wake,weɪk
wako,wækoʊ
wala,wɔɫə
wald,wɔɫd
wale,weɪɫ
walk,wɑk
walk,wɔk
wall,wɔɫ
waln,wɔɫn
walp,wæɫp
walp,wɔɫp
walt,wɔɫt
walz,wɔɫz
wand,wɑnd
wane,weɪn
wang,wæŋ
wank,wɑŋk
wann,wɑn
want,wɑnt
want,wɔnt
wars,wɔɹz
ware,wɛɹ
warf,wɔɹf
wark,wɔɹk
warm,wɔɹm
warn,wɔɹn
warp,wɔɹp
warr,wɔɹ
wars,wɔɹz
wars,wɔɹz
wart,wɔɹt
wary,wɛɹi
wash,wɑʃ
wasp,wɑsp
wass,wɑs
wass,wəs
watt,wɑt
watz,wɑts
wave,weɪv
wavy,weɪvi
waxy,wæksi
ways,weɪz
waye,weɪ
ways,weɪz
wayt,weɪt
well,wiɫ
well,wɪɫ
were,wɝ
were,wiɹ
were,wɪɹ
weve,wiv
weak,wik
wean,win
wear,wɛɹ
webb,wɛb
webs,wɛbz
weck,wɛk
wedd,wɛd
weed,wid
week,wik
weep,wip
wege,widʒ
wehe,wih
wehr,wɛɹ
weik,wik
weil,waɪɫ
weil,wiɫ
wein,win
weir,wiɹ
weis,waɪs
weld,wɛɫd
welk,wɛɫk
well,wɛɫ
welp,wɛɫp
welt,wɛɫt
welz,wɛɫz
wend,wɛnd
weng,wɛŋ
wenk,wɛŋk
went,wɛnt
wenz,wɛnz
wept,wɛpt
were,wɝ
werk,wɝk
wert,wɝt
wery,wɛɹi
wesp,wɛsp
wess,wɛs
west,wɛst
wetz,wɛts
weyl,weɪɫ
wham,hwæm
wham,wæm
whan,hwæn
whan,wæn
what,hwət
what,wət
when,hwɛn
when,hwɪn
when,wɛn
when,wɪn
whet,hwɛt
whet,wɛt
whew,hju
whew,hwu
whew,wu
whey,hweɪ
whey,weɪ
whig,hwɪɡ
whig,wɪɡ
whim,hwɪm
whim,wɪm
whip,hwɪp
whip,wɪp
whit,hwɪt
whit,wɪt
whiz,hwɪz
whiz,wɪz
whod,hud
whos,huz
whoa,hoʊ
whoa,hwoʊ
whoa,woʊ
whom,hum
whoo,wu
whyd,hwaɪd
whyd,waɪd
whys,hwaɪz
whys,waɪz
whys,hwaɪz
whys,waɪz
wian,waɪən
wice,waɪs
wich,wɪtʃ
wick,wɪk
wide,waɪd
wied,wid
wien,win
wier,wɪɹ
wies,waɪz
wife,waɪf
wifi,waɪfaɪ
wifi,wifi
wigg,wɪɡ
wigs,wɪɡz
wike,waɪk
wiki,wɪki
wils,wɪɫz
wild,waɪɫd
wile,waɪɫ
wilk,wɪɫk
wilt,wɪɫt
wily,waɪɫi
wimp,wɪmp
wims,wɪmz
wins,wɪnz
wind,waɪnd
wind,wɪnd
wine,waɪn
wing,wɪŋ
wink,wɪŋk
winn,wɪn
wino,winoʊ
wins,wɪnz
wint,wɪnt
wion,waɪən
wipe,waɪp
wipf,wɪpf
wire,waɪɝ
wire,waɪɹ
wirt,wɝt
wiry,wɪɹi
wirz,wɝz
wise,waɪz
wish,wɪʃ
wisp,wɪsp
wiss,wɪs
wist,wɪst
wisz,vɪʃ
wits,wɪts
with,wɪð
with,wɪθ
with,wɪð
with,wɪθ
wits,wɪts
witt,wɪt
witz,wɪts
wnek,wnɛk
wnuk,wnək
woes,woʊz
wohl,woʊɫ
woke,woʊk
woks,wɑks
wola,woʊɫə
wold,woʊɫd
wolf,wʊɫf
wolk,woʊk
woll,wɑɫ
wolz,woʊɫz
womb,wum
wont,woʊnt
wond,wɔnd
wong,wɔŋ
wonk,wɑnk
wont,woʊnt
woos,wuz
wood,wʊd
woof,wuf
wool,wʊɫ
woos,wuz
wops,wɑps
word,wɝd
wore,wɔɹ
work,wɝk
worm,wɝm
worn,wɔɹn
wouk,woʊk
wouk,wuk
wove,woʊv
wows,waʊz
wows,waʊz
wrap,ɹæp
wray,ɹeɪ
wren,ɹɛn
writ,ɹɪt
wroe,ɹoʊ
wrye,ɹaɪ
wulf,wʊɫf
wuli,wuɫi
wurl,wɝɫ
wurm,wɝm
wurz,wɝz
wuss,wəs
wuxi,wəksi
wyan,waɪən
wyer,waɪɝ
wyka,vɪkə
wyke,waɪk
wyle,waɪɫ
wyly,waɪɫi
wyne,waɪn
wynn,wɪn
wyre,waɪɹ
wyse,waɪz
wyss,wɪs
xbox,ɛksbɑks
xena,zinə
xene,zin
xero,zɛɹoʊ
xers,ɛksɛɹz
xian,zjɑn
xing,ʃɪŋ
xoma,zoʊmə
xoma,ɛksoʊmə
xoma,ɪɡzoʊmə
xtra,ɛkstɹə
yall,jɔɫ
yall,jɑɫ
yack,jæk
yagi,jɑɡi
yahi,jɑhi
yahn,jæn
yahr,jɑɹ
yake,jeɪk
yale,jeɪɫ
yams,jæmz
yani,jɑni
yank,jæŋk
yano,jɑnoʊ
yant,jænt
yapp,jæp
yaps,jæps
yard,jɑɹd
yarn,jɑɹn
yass,jæs
yaun,jɔn
yawn,jɔn
yeah,jæ
year,jɪɹ
yeas,jeɪz
yeas,jis
yeas,jiz
yeck,jɛk
yell,jɛɫ
yelp,jɛɫp
yens,jɛnz
yene,jɛn
yene,jɛni
yest,jɛst
yeti,jɛti
yett,jɛt
yews,juz
ynez,inɛz
yoak,joʊk
yoda,joʊdə
yoes,joʊz
yoga,joʊɡə
yogi,joʊɡi
yohe,joʊheɪ
yohn,jɑn
yoho,joʊhoʊ
yoke,joʊk
yola,joʊɫə
yolk,joʊk
yolo,joʊɫoʊ
yoms,jɑmz
yoms,joʊmz
yona,joʊnə
yoon,jun
yoor,juɹ
yoos,juz
yopp,jɑp
yore,jɔɹ
york,jɔɹk
yoss,jɔs
yost,joʊst
yott,jɑt
youd,jud
youd,jʊd
youn,jən
your,jɔɹ
your,jʊɹ
yous,jus
yoyo,joʊjoʊ
yuan,juɑn
yuba,jubə
yuck,jək
yuen,jwɛn
yuen,juɛn
yugo,juɡoʊ
yuks,jəks
yule,juɫ
yuli,juɫi
yuma,jumə
yunk,jəŋk
yurt,jʊɹt
yury,jʊɹi
yust,jəst
yves,iv
zach,zæk
zags,zæɡz
zahm,zæm
zahn,zæn
zaid,zeɪd
zain,zeɪn
zaki,zɑki
zale,zeɪɫ
zalm,zɑm
zand,zænd
zang,zæŋ
zani,zɑni
zank,zæŋk
zant,zænt
zanu,zɑnu
zany,zeɪni
zapf,zæpf
zapp,zæp
zaps,zæps
zara,zæɹə
zarb,zɑɹb
zaro,zæɹoʊ
zarr,zæɹ
zary,zɑɹi
zaun,zɔn
zbig,zbɪɡ
zeal,ziɫ
zech,zɛk
zeck,zɛk
zeeb,zib
zeek,zik
zeff,zɛf
zehr,zɛɹ
zeis,ziz
zeit,zaɪt
zeke,zik
zele,ziɫ
zell,zɛɫ
zeng,zɛŋ
zenk,zɛŋk
zeno,zeɪnoʊ
zens,zɛnz
zent,zɛnt
zenz,zɛnz
zeos,zioʊs
zepa,zɛpə
zepa,ziipieɪ
zepa,zipə
zepp,zɛp
zera,zɛɹə
zern,zɪɹn
zero,ziɹoʊ
zero,zɪɹoʊ
zerr,zɪɹ
zest,zɛst
zeta,zeɪtə
zeus,zus
zeva,zeɪvə
zewe,zɛweɪ
zewe,ziwi
zhan,zɑn
zhao,dʒaʊ
zhao,ʒaʊ
zhou,ʒu
zias,ziəz
ziad,zaɪæd
ziad,ziaɪeɪdi
ziad,ziæd
zich,zɪtʃ
zick,zɪk
zico,zikoʊ
zieg,ziɡ
ziel,ziɫ
zier,zɪɹ
ziff,zɪf
zika,zɪkə
zike,zaɪk
zile,zaɪɫ
zill,zɪɫ
zima,zimə
zinc,zɪŋk
zine,zaɪn
zing,zɪŋ
zink,zɪŋk
zinn,zɪn
zins,zɪnz
zion,zaɪən
zipf,zɪpf
zipp,zɪp
zips,zɪps
zirk,zɝk
zisa,zaɪsə
zisk,zɪsk
zito,zitoʊ
zlin,zɫɪn
zoch,zɑk
zody,zoʊdi
zogg,zɑɡ
zohn,zoʊn
zoll,zɑɫ
zolp,zoʊɫp
zone,zoʊn
zoos,zuz
zook,zʊk
zoom,zum
zoos,zuz
zorn,zɔɹn
zorz,zɔɹz
zoss,zɔs
zuba,zubə
zube,zub
zuch,zətʃ
zuck,zək
zues,zuz
zugs,zəɡz
zulu,zuɫu
zuni,zuni
zuri,zʊɹi
zurn,zɝn
zuzu,zuzu
zych,zaɪtʃ
zyla,zɪɫə
zysk,zaɪsk
