cause,kəz
beste,bɛst
betar,bɛtɑɹ
betas,beɪtəz
betel,bɛtəɫ
beths,bɛθs
betke,bɛtki
betta,bɛtə
betti,bɛti
betts,bɛts
beury,bɝi
beuys,bjuiz
bevan,bɛvən
bevel,bɛvəɫ
beven,bɛvən
bever,bɛvɝ
bevil,bɛvəɫ
bevin,bɛvɪn
bevis,bɛvɪs
beyer,beɪɝ
bezek,bɛzɛk
bhatt,bæt
bhatt,bɑt
biagi,biɑdʒi
bialy,biɑɫi
biana,biɑnə
biasi,biɑsi
bibbo,biboʊ
bibbs,bɪbz
bibby,bɪbi
bibee,bɪbi
biber,baɪbɝ
bibis,bibiz
bibis,bɪbiz
bible,baɪbəɫ
bicep,baɪsɛp
bidco,bɪdkoʊ
biddy,bɪdi
biden,baɪdən
bidlo,bɪdɫoʊ
bieda,bidə
biehl,biɫ
biehn,bin
biela,biɫə
bieri,bɪɹi
biers,biɹz
biery,bɪɹi
bietz,bits
bievs,bivz
bigan,bɪɡən
bigby,bɪɡbi
biggs,bɪɡz
bight,baɪt
bigos,biɡoʊz
bigot,bɪɡət
bihac,bihɑtʃ
bijac,baɪdʒæk
bijac,bidʒæk
bijan,bɪdʒən
bijur,biʒʊɹ
biked,baɪkt
biker,baɪkɝ
bikes,baɪks
bikin,bɪkɪn
bikos,bikoʊz
bilbo,bɪɫboʊ
bilby,bɪɫbi
bildt,bɪɫt
bilek,bɪɫɛk
biles,baɪɫz
bilka,bɪɫkə
bilko,bɪɫkoʊ
bills,bɪɫz
bille,baɪɫ
bills,bɪɫz
bills,bɪɫz
bilow,bɪɫoʊ
biltz,bɪɫts
bilyk,bɪɫɪk
bimbo,bɪmboʊ
binds,baɪndz
bines,baɪnz
binga,biŋɡə
binge,bɪndʒ
bingo,bɪŋɡoʊ
binns,bɪnz
bintz,bɪnts
biome,baɪoʊm
birch,bɝtʃ
birds,bɝdz
birds,bɝdz
birds,bɝdz
birdy,bɝdi
bires,baɪɹz
birge,bɝdʒ
birks,bɝks
birky,bɝki
birle,bɝɫ
biron,baɪɹən
biros,baɪɹoʊz
birth,bɝθ
bisch,bɪʃ
bisek,bɪsɪk
bisel,bɪsəɫ
biser,baɪzɝ
bisig,bɪsɪɡ
bison,baɪsən
bisso,bisoʊ
bitar,bɪtɝ
bitch,bɪtʃ
biter,baɪtɝ
bites,baɪts
bitsy,bɪtsi
bitty,bɪti
biven,baɪvən
bivin,bɪvɪn
bixby,bɪksbi
bixel,bɪksəɫ
bizet,bɪzɛt
bizub,bɪzəb
bizzy,bɪzi
bjork,bjɔɹk
bjorn,bjɔɹn
black,bɫæk
blade,bɫeɪd
blagg,bɫæɡ
blaha,bɫɑhə
blain,bɫeɪn
blais,bɫɛz
blame,bɫeɪm
blanc,bɫæŋk
bland,bɫænd
blane,bɫeɪn
blank,bɫæŋk
blann,bɫæn
blare,bɫɛɹ
blase,bɫeɪz
blasi,bɫeɪzi
blass,bɫæs
blast,bɫæst
blatt,bɫæt
blatz,bɫæts
blaum,bɫɔm
blaze,bɫeɪz
bleak,bɫik
bleam,bɫim
bleau,bɫoʊ
blech,bɫɛk
bleck,bɫɛk
bleed,bɫid
bleep,bɫip
blehm,bɫɛm
bleil,bɫiɫ
blend,bɫɛnd
bless,bɫɛs
blest,bɫɛst
blick,bɫɪk
blida,bɫaɪdə
bligh,bɫaɪ
blimp,bɫɪmp
blind,bɫaɪnd
blink,bɫɪŋk
blinn,bɫɪn
blips,bɫɪps
blish,bɫɪʃ
bliss,bɫɪs
bliss,bɫɪs
blitz,bɫɪts
blixt,bɫɪkst
bloat,bɫoʊt
blobs,bɫɑbz
blocs,bɫɑks
bloch,bɫɑk
block,bɫɑk
blocs,bɫɑks
bloem,bɫoʊm
blogs,bɫɔɡz
blohm,bɫoʊm
bloke,bɫoʊk
blome,bɫoʊm
blond,bɫɑnd
blood,bɫəd
bloom,bɫum
bloor,bɫʊɹ
blose,bɫoʊz
bloss,bɫɔs
blots,bɫɑts
blowe,bɫoʊ
blown,bɫoʊn
blows,bɫoʊz
blowy,bɫoʊi
bloyd,bɫɔɪd
blues,bɫuz
blued,bɫud
bluer,bɫuɝ
blues,bɫuz
blues,bɫuz
bluey,bɫui
bluff,bɫəf
bluhm,bɫəm
blume,bɫum
blunk,bɫəŋk
blunt,bɫənt
blurb,bɫɝb
blurs,bɫɝz
blurt,bɫɝt
blush,bɫəʃ
blust,bɫəst
bluth,bɫuθ
blyth,bɫɪθ
boake,boʊk
boals,boʊɫz
board,bɔɹd
boart,bɔɹt
boase,boʊz
boast,boʊst
boats,boʊts
boats,boʊts
bobak,boʊbək
bobbo,bɑboʊ
bobek,boʊbɪk
bober,bɑbɝ
bobst,bɑbst
bocce,boʊkə
bocce,boʊtʃi
bocek,boʊtʃɛk
boche,bɑtʃ
boddy,bɑdi
boden,boʊdən
bodes,boʊdz
bodey,boʊdi
bodie,boʊdi
bodin,boʊdɪn
bodle,boʊdəɫ
bodys,bɑdiz
boeck,boʊk
boege,boʊdʒ
boehl,boʊɫ
boehm,beɪm
boehm,boʊm
boeke,boʊk
boers,bɔɹz
boese,boʊs
boeve,boʊv
boffa,bɑfə
boffo,bɔfoʊ
bogan,boʊɡən
bogar,bəɡɑɹ
bogen,bɑɡən
boger,boʊɡɝ
bogey,boʊɡi
boggs,bɔɡz
bogie,bʊɡi
bogin,boʊdʒɪn
bogle,boʊɡəɫ
bogor,boʊɡɔɹ
bogue,boʊɡ
bogus,boʊɡəs
bohac,boʊhək
bohan,boʊhən
bohen,boʊən
bohle,boʊhəɫ
bohne,boʊn
bohon,boʊhən
boice,bɔɪs
boies,bɔɪz
boike,bɔɪk
boils,bɔɪɫz
boink,bɔɪnk
boise,bɔɪsi
boise,bɔɪzi
boisi,bɔɪsi
boker,boʊkɝ
bokor,boʊkɝ
bolam,boʊɫəm
bolan,boʊɫən
bolar,boʊɫɝ
bolch,boʊɫtʃ
bolda,boʊɫdə
bolds,boʊɫdz
boldt,boʊɫt
bolek,boʊɫɪk
bolen,boʊɫən
boler,boʊɫɝ
boles,boʊɫz
boley,boʊɫi
bolin,boʊɫɪn
bolio,boʊɫioʊ
bolla,bɑɫə
bolle,bɑɫ
bolls,boʊɫz
bolly,bɔɫi
bolon,boʊɫən
bolsa,boʊɫsə
bolte,boʊɫt
bolts,boʊɫts
boltz,boʊɫts
bolus,boʊɫəs
bomag,boʊmæɡ
boman,boʊmən
bomar,bəmɑɹ
bombs,bɑmz
bomba,bɑmbə
bombs,bɑmz
bomer,boʊmɝ
bonar,boʊnɝ
bonds,bɑndz
bonde,bɑnd
bondi,bɑndi
bonds,bɑndz
bonds,bɑndz
bondt,bɑnt
bondy,bɑndi
boned,boʊnd
boner,boʊnɝ
bones,boʊnz
bonet,boʊnt
boney,boʊni
bongo,bɑŋɡoʊ
bonin,boʊnɪn
bonns,bɑnz
bonne,bɑn
bonos,boʊnoʊz
bonta,bɑntə
bonte,bɑnt
bonum,boʊnəm
bonus,boʊnəs
bonzo,bɑnzoʊ
boobs,bubz
booby,bubi
boock,buk
boody,budi
booed,bud
booee,bui
books,bʊks
books,bʊks
books,bʊks
boole,buɫ
booms,bumz
booms,bumz
boone,bun
boons,bunz
boord,bʊɹd
boors,bʊɹz
boose,bus
boost,bust
boote,but
booth,buθ
boots,buts
booty,buti
bootz,buts
booze,buz
boozy,buzi
bopha,boʊfə
borah,bɔɹə
borak,bɔɹək
boral,bɔɹəɫ
borax,bɔɹæks
borba,bɔɹbə
borck,bɔɹk
borda,bɔɹdə
bored,bɔɹd
borek,bɔɹɪk
borel,bɔɹəɫ
boren,bɔɹən
borer,bɔɹɝ
bores,bɔɹz
borge,bɔɹdʒ
boric,bɔɹɪk
borin,bɔɹɪn
boris,bɔɹɪs
borja,bɔɹjə
borks,bɔɹks
borns,bɔɹnz
borne,bɔɹn
borns,bɔɹnz
boron,bɔɹɑn
boros,bɝoʊz
borre,bɔɹ
borse,bɔɹs
borst,bɔɹst
borth,bɔɹθ
bortz,bɔɹts
borum,bɔɹəm
borup,bɔɹəp
borys,bɔɹiz
bosak,boʊsək
bosch,bɔʃ
bosco,bɔskoʊ
boser,boʊzɝ
bosko,boʊskoʊ
bosma,boʊsmə
bosom,bʊzəm
bosqi,bɑski
bosss,bɔsɪz
bosse,bɑs
bossi,boʊsi
bosso,boʊsoʊ
bossy,bɔsi
botch,bɑtʃ
botha,bɑθə
botha,boʊtə
botha,boʊtə
bothe,boʊð
botin,bɑtɪn
boton,boʊtən
botos,boʊtoʊz
botox,boʊtɔks
botta,bɑtə
botts,bɑts
bouch,baʊtʃ
bouck,boʊk
bough,baʊ
bouie,bui
boule,buɫ
bouma,boʊmə
bound,baʊnd
bourg,bɔɹɡ
bourn,bɔɹn
bouse,baʊs
bouts,baʊts
bouza,buzə
bovee,bəvi
boven,bəvən
bovey,boʊvi
bovik,boʊvɪk
bovin,boʊvɪn
bowar,boʊɝ
bowed,baʊd
bowed,boʊd
bowel,baʊəɫ
bowen,boʊən
bower,baʊɝ
bowes,boʊz
bowie,boʊi
bowls,boʊɫz
bowne,boʊn
bowse,boʊs
boxed,bɑkst
boxer,bɑksɝ
boxes,bɑksəz
boxes,bɑksɪz
boyan,bɔɪɑn
boyar,boʊjɑɹ
boyds,bɔɪdz
boyde,bɔɪd
boyea,bɔɪiə
boyer,bɔɪɝ
boyes,bɔɪz
boyko,bɔɪkoʊ
boyle,bɔɪɫ
boyne,bɔɪn
boyte,bɔɪt
boyum,bɔɪəm
bozek,boʊzɛk
bozic,bɑzɪk
bozos,boʊzoʊz
bozza,bɑzə
bozzi,bɑzi
bozzo,bɑzoʊ
brace,bɹeɪs
brach,bɹætʃ
brack,bɹæk
bracy,bɹeɪsi
brads,bɹædz
bradt,bɹædt
braer,bɹeɪɹ
braff,bɹæf
braga,bɹɑɡə
bragg,bɹæɡ
brags,bɹæɡz
brahm,bɹɑm
braid,bɹeɪd
brake,bɹeɪk
braly,bɹɑɫi
brame,bɹeɪm
brams,bɹæmz
brand,bɹænd
brani,bɹæni
brank,bɹæŋk
brann,bɹæn
branz,bɹænz
brase,bɹeɪz
brash,bɹæʃ
brass,bɹæs
brats,bɹæts
bratt,bɹæt
bratz,bɹæts
braud,bɹɔd
braun,bɹɔn
brave,bɹeɪv
bravo,bɹɑvoʊ
brawl,bɹɔɫ
brawn,bɹɔn
brcko,bɝtʃkoʊ
bread,bɹɛd
break,bɹeɪk
bream,bɹim
brean,bɹin
breau,bɹoʊ
breck,bɹɛk
breco,bɹɛkoʊ
breda,bɹeɪdə
brede,bɹid
breed,bɹid
breen,bɹin
brees,bɹiz
brege,bɹidʒ
brehm,bɹɛm
breit,bɹit
brems,bɹɛmz
brenn,bɹɛn
breon,bɹiən
bress,bɹɛs
brest,bɹɛst
breth,bɹɛθ
bretz,bɹɛts
brews,bɹuz
breza,bɹɛzə
briar,bɹaɪɝ
bribe,bɹaɪb
brick,bɹɪk
bride,bɹaɪd
brief,bɹif
briel,bɹiɫ
brien,bɹaɪɪn
brier,bɹaɪɝ
brill,bɹɪɫ
brimm,bɹɪm
brine,bɹaɪn
bring,bɹɪŋ
brink,bɹɪŋk
brinn,bɹɪn
brion,bɹaɪən
brisk,bɹɪsk
brita,bɹitə
brite,bɹaɪt
brito,bɹitoʊ
brits,bɹɪts
britz,bɹɪts
broad,bɹɔd
broce,bɹoʊs
broda,bɹoʊdə
brode,bɹoʊd
brodt,bɹɑdt
brody,bɹoʊdi
broer,bɹoʊɝ
broil,bɹɔɪɫ
broin,bɹɔɪn
broke,bɹoʊk
bromm,bɹɑm
bronc,bɹɑŋk
bronk,bɹɑŋk
bronn,bɹɑn
brons,bɹɑnz
bronx,bɹɑŋks
brony,bɹoʊni
brood,bɹud
broom,bɹum
brose,bɹoʊz
brosh,bɹɑʃ
bross,bɹɔs
brost,bɹɑst
brosz,bɹɑʃ
broth,bɹɔθ
brott,bɹɑt
broun,bɹun
browe,bɹoʊ
brown,bɹaʊn
brows,bɹaʊz
bruch,bɹətʃ
bruck,bɹək
bruen,bɹun
bruer,bɹuɝ
bruff,bɹəf
brugh,bɹə
bruha,bɹuhə
bruhl,bɹəɫ
bruhn,bɹən
bruin,bɹuɪn
brule,bɹuɫ
brumm,bɹəm
brune,bɹun
bruni,bɹuni
brunk,bɹəŋk
brunn,bɹən
bruns,bɹənz
brunt,bɹənt
bruse,bɹuz
brush,bɹəʃ
bruso,bɹusoʊ
bruss,bɹəs
brust,bɹəst
brute,bɹut
bruun,bɹun
bryen,bɹaɪən
bryer,bɹaɪɝ
bryna,bɹɪnə
bryne,bɹaɪn
bubar,bubɝ
bubba,bəbə
bubel,bubəɫ
buber,bubɝ
bubka,bəbkə
bucci,butʃi
bucco,bukoʊ
bucek,butʃɛk
bucey,bjusi
buche,bətʃ
buchi,bətʃi
buchi,butʃi
buchs,bəks
bucks,bəks
bucko,bəkoʊ
bucks,bəks
bucky,bəki
budai,budɑi
buday,budeɪ
budde,bəd
buder,bjudɝ
budge,bədʒ
budin,budɪn
budka,bədkə
budke,bədki
budny,bədni
buege,budʒ
buehl,bjuɫ
buell,bjuəɫ
bueno,bweɪnoʊ
buffs,bəfs
buffa,bəfə
buffo,bufoʊ
buffs,bəfs
bugai,bjuɡaɪ
bugaj,buɡədʒ
bugay,bjuɡeɪ
bugge,bəɡ
buggs,bəɡz
buggy,bəɡi
bugle,bjuɡəɫ
bugsy,bəɡzi
buice,bɪs
buice,bwis
buick,bjuɪk
build,bɪɫd
built,bɪɫt
buist,buɪst
bujak,bujək
bukar,bjukɑɹ
buker,bjukɝ
bulat,buɫət
bulbs,bəɫbz
bulen,bəɫən
buley,bjuɫi
bulge,bəɫdʒ
bulin,bjuɫɪn
bulky,bəɫki
bulls,bʊɫz
bulla,bʊɫə
bulls,bʊɫz
bulls,bʊɫz
bully,bʊɫi
bulow,bjuɫoʊ
bumps,bəmps
bumpy,bəmpi
bunce,bəns
bunch,bəntʃ
bunda,bəndə
bunde,bənd
bunds,bəndz
bundy,bəndi
bunge,bəndʒ
bunke,bəŋk
bunks,bəŋks
bunni,buni
bunol,bjunoʊɫ
bunts,bənts
bunte,bənt
buntz,bənts
bunzl,bənzəɫ
buono,bwoʊnoʊ
buoys,buiz
burak,bjuɹək
buran,bjuɹən
buras,bjuɹəz
burba,bɝbə
burby,bɝbi
burch,bɝtʃ
burck,bɝk
burda,bʊɹdə
burdi,bʊɹdi
burdo,bʊɹdoʊ
burek,bɛɹɪk
burel,bɛɹəɫ
buren,bjʊɹən
bures,bɛɹɪz
bures,bɛɹz
burge,bɝɡ
burgo,bɝɡoʊ
burgy,bɝdʒi
burke,bɝk
burks,bɝks
burly,bɝɫi
burne,bɝn
burns,bɝnz
burns,bɝnz
burnt,bɝnt
burow,bjʊɹoʊ
burpo,bʊɹpoʊ
burri,bʊɹi
burro,bɝoʊ
burry,bɝi
burse,bɝs
burst,bɝst
burts,bɝts
burtt,bɝt
burys,bɛɹiz
busam,bɪsəm
busby,bəzbi
busch,bʊʃ
bused,bəst
buser,bɪsɝ
buses,bəsɪz
busey,bəsi
busey,bjuzi
bushs,bʊʃɪz
busha,bəʃə
bushy,bʊʃi
busic,bəsɪk
buske,bəsk
bussa,busə
busse,bəs
bussi,bəsi
bussi,bjusi
busta,bəstə
busti,bəsti
busto,bəstoʊ
busts,bəsts
busty,bəsti
butan,butɑn
butch,bʊtʃ
butka,bətkə
butte,bjut
butts,bəts
butyl,bjutəɫ
buxom,bəksəm
buyer,baɪɝ
buzan,bjuzən
buzby,bəzbi
buzek,buzɛk
buzze,bəz
buzze,bjuzi
buzzy,bəzi
byard,baɪɝd
byard,bjɑɹd
byars,baɪɝz
bybee,baɪbi
byers,baɪɝz
byers,baɪɝz
byham,baɪəm
byker,baɪkɝ
bylaw,baɪɫɔ
byler,baɪɫɝ
byles,baɪɫz
byner,baɪnɝ
bynes,baɪnz
bynoe,bɪnoʊ
bynum,bɪnəm
byram,bɪɹəm
byrds,bɝdz
byrer,baɪɹɝ
byrge,baɪɹdʒ
byrle,baɪɹəɫ
byrne,bɝn
byrns,bɪɹnz
byrom,baɪɹəm
byrum,bɪɹəm
bytes,baɪts
byway,baɪweɪ
cabal,kəbɑɫ
caban,keɪbən
cabby,kæbi
cabey,keɪbi
cabin,kæbən
cable,keɪbəɫ
cabok,æboʊ
cabot,kæbət
cacao,kəkeɪoʊ
cache,kæʃ
cache,kæʃeɪ
cacho,kætʃoʊ
cacld,kækəɫd
cacld,sieɪsiɛɫdi
cacti,kæktaɪ
cacti,kækti
cadam,kædəm
cadby,kædbi
caddy,kædi
cadet,kədɛt
cadge,kædʒ
cadiz,kədiz
cadle,keɪdəɫ
cadre,kædɹi
caens,kænz
caens,kɑnz
cafes,kæfeɪz
cagan,keɪɡən
cages,keɪdʒɪz
caged,keɪdʒd
cages,keɪdʒɪz
cagey,keɪdʒi
cagle,keɪɡəɫ
cahan,kæhən
cains,keɪnz
caine,keɪn
caire,kɛɹ
cairn,kɛɹn
cairo,kaɪɹoʊ
caito,keɪtoʊ
cajun,keɪdʒən
cakes,keɪks
caked,keɪkt
cakes,keɪks
calaf,kæɫəf
calan,keɪɫən
calef,kæɫɪf
caler,keɪɫɝ
cales,keɪɫz
caley,keɪɫi
calfs,kæfs
calia,kɑɫiə
calif,kæɫɪf
calix,kæɫɪks
calix,keɪɫəks
calls,kɑɫz
calls,kɔɫz
calla,kæɫə
calle,keɪɫ
calls,kɔɫz
cally,kæɫi
calma,kɑɫmə
calms,kɑɫmz
calms,kɑmz
calny,kæɫni
calor,kæɫɝ
calvi,kɑɫvi
calvo,kɑɫvoʊ
calyx,kæɫɪks
caman,keɪmən
camby,kæmbi
camco,kæmkoʊ
camel,kæməɫ
cameo,kæmioʊ
camhi,kæmhi
camps,kæmps
campa,kæmpə
campi,kæmpi
campo,kæmpoʊ
camps,kæmps
camps,kæmps
campy,kæmpi
camro,kæmɹoʊ
camry,kæmɹi
camus,kæmɪs
canal,kənæɫ
canam,kænəm
canan,keɪnən
canas,kænəz
canby,kænbi
caned,keɪnd
canes,keɪnz
canez,kɑnɛz
canin,keɪnɪn
canny,kæni
canoe,kənu
canon,kænən
canoy,kænɔɪ
canso,kænsoʊ
canto,kæntoʊ
cantu,kæntu
cantv,kæntivi
canty,kænti
canup,kænəp
caped,keɪpt
capek,kæpɪk
capel,keɪpəɫ
capen,keɪpən
caper,keɪpɝ
capes,keɪps
caple,keɪpəɫ
capon,keɪpɑn
cappa,kæpə
cappo,kæpoʊ
capps,kæps
cappy,kæpi
capra,kæpɹə
capri,kæpɹi
capri,kəpɹi
capua,kæpjuə
caput,kəpʊt
caras,kɛɹəz
caras,kɑɹəz
carat,kɛɹət
carbo,kɑɹboʊ
carbs,kɑɹbz
carby,kɑɹbi
cards,kɑɹdz
carda,kɑɹdə
cards,kɑɹdz
cards,kɑɹdz
cardy,kɑɹdi
cares,kɛɹz
cared,kɛɹd
carel,kɑɹɛɫ
carer,kɛɹɝ
cares,kɛɹz
carew,kæɹu
cargo,kɑɹɡoʊ
caris,kæɹɪs
carls,kɑɹɫz
carle,kɑɹəɫ
carll,kɑɹɫ
carls,kɑɹɫz
carmy,kɑɹmi
carne,kɑɹn
carns,kɑɹnz
carob,kɛɹəb
carow,kæɹoʊ
carrs,kɑɹz
carra,kɑɹə
carre,kɑɹ
carre,kɑɹeɪ
carro,kɑɹoʊ
carse,kɑɹs
carta,kɑɹtə
carte,kɑɹt
carts,kɑɹts
carty,kɑɹti
carve,kɑɹv
casad,kæsəd
casal,kɑsɑɫ
casas,kɑsəz
casco,kæskoʊ
cases,keɪsɪz
cases,keɪsəz
cases,keɪsɪz
casio,kæsioʊ
casks,kæsks
cason,kæsən
casso,kæsoʊ
casta,kæstə
caste,kæst
casto,kæstoʊ
casts,kæsts
catch,kætʃ
cater,keɪtɝ
cates,keɪts
catoe,kætoʊ
caton,kætən
catto,kætoʊ
catty,kæti
caulk,kɑk
caulk,kɔk
cause,kɑz
cause,kɔz
cavan,keɪvən
caves,keɪvz
caved,keɪvd
caven,keɪvən
caver,keɪvɝ
caves,keɪvz
cavey,keɪvi
cavin,kævɪn
cawsl,kɔsəɫ
cayce,keɪs
cayer,keɪɝ
cayes,keɪz
cayne,keɪn
cdrom,sidiɹɑm
ceara,siɹə
cease,sis
cebus,sibuz
cecin,sɛsɪn
cecos,sikoʊs
cedar,sidɝ
ceded,sidəd
ceded,sidɪd
ceder,sidɝ
cedes,sidz
cejka,tʃeɪkə
celeb,səɫɛb
celie,sɛɫi
celio,siɫioʊ
celis,sɛɫɪs
cells,sɛɫz
cella,sɛɫə
celli,tʃɛɫi
cello,tʃɛɫoʊ
cells,sɛɫz
cells,sɛɫz
celso,sɛɫsoʊ
celts,kɛɫts
celts,sɛɫts
cemex,kɛmɛks
cenci,tʃɛntʃi
cents,sɛns
cents,sɛnts
cerda,tʃɛɹdə
ceres,sɪɹiz
cerio,tʃɛɹioʊ
cerna,tʃɛɹnə
cerny,sɝni
cerra,sɛɹə
cerro,sɛɹoʊ
certo,tʃɛɹtoʊ
cerus,sɛɹəs
cervi,tʃɛɹvi
ceryl,sɛɹəɫ
cetec,sitɛk
cetus,sitəs
chace,tʃeɪs
chads,tʃædz
chadd,tʃæd
chafe,tʃeɪf
chaff,tʃæf
chaim,haɪɪm
chain,tʃeɪn
chair,tʃɛɹ
chait,tʃeɪt
chalk,tʃɑk
chalk,tʃɔk
champ,tʃæmp
chans,tʃænz
chand,tʃænd
chant,tʃænt
chany,tʃeɪni
chaos,keɪɑs
chapa,tʃɑpə
chapp,tʃæp
chaps,tʃæps
chard,tʃɑɹd
charm,tʃɑɹm
chart,tʃɑɹt
chary,tʃɑɹi
chasm,kæzəm
chato,tʃeɪtoʊ
chats,tʃæts
chatz,tʃæts
chatz,tʃæts
chaus,tʃaʊs
chazz,tʃæz
chazz,tʃɑz
cheap,tʃip
cheat,tʃit
check,tʃɛk
cheek,tʃik
cheer,tʃɪɹ
chefs,ʃɛfs
chefs,ʃɛfs
cheil,tʃaɪɫ
chelf,tʃɛɫf
chell,tʃɛɫ
chema,tʃɛmɑ
chemi,kɛmi
chemo,kimoʊ
chens,tʃɛnz
cheng,tʃɛŋ
chern,tʃɝn
chert,tʃɝt
chess,tʃɛs
chest,tʃɛst
chevy,ʃɛvi
chevy,tʃɛvi
chews,tʃuz
chewy,tʃui
chiat,tʃiæt
chiba,tʃibə
chick,tʃɪk
chico,tʃikoʊ
chide,tʃaɪd
chief,tʃif
chien,tʃɛn
child,tʃaɪɫd
chile,tʃɪɫi
chili,tʃɪɫi
chill,tʃɪɫ
chime,tʃaɪm
chimp,tʃɪmp
chinh,tʃɪn
chink,tʃɪŋk
chinn,tʃɪn
chino,tʃinoʊ
chips,tʃɪps
chips,tʃɪps
chirp,tʃɝp
chism,tʃɪzəm
chita,tʃitə
chits,tʃɪts
choat,tʃoʊt
chock,tʃɑk
choir,kwaɪɝ
choke,tʃoʊk
choma,tʃoʊmə
chomp,tʃɑmp
chook,tʃuk
chook,tʃʊk
choon,tʃun
chopp,tʃɑp
chops,tʃɑps
chord,kɔɹd
chore,tʃɔɹ
chose,tʃoʊz
chows,tʃaʊz
chris,kɹɪs
chuah,tʃuɑ
chuan,tʃuɑn
chuba,tʃubə
chubb,tʃəb
chubu,tʃubu
chudy,tʃudi
chula,tʃuɫə
chump,tʃəmp
chums,tʃəmz
chuns,tʃənz
chunk,tʃəŋk
chunn,tʃən
chupp,tʃəp
chura,tʃʊɹə
churn,tʃɝn
chuse,tʃjuz
chuse,tʃuz
chute,ʃut
ciani,tʃɔni
ciano,tʃiɑnoʊ
cibas,saɪbəz
cibas,sibəz
cibro,sɪbɹoʊ
cicco,sɪkoʊ
cichy,sɪtʃi
cicio,sɪsioʊ
cider,saɪdɝ
cieri,siɹi
cifra,sɪfɹɑ
cigar,sɪɡɑɹ
cigna,sɪɡnɑ
cihak,sɪhək
cilag,sɪɫæɡ
cillo,sɪɫoʊ
cilva,sɪɫvə
cinch,sɪntʃ
cinco,sɪŋkoʊ
cipri,sɪpɹi
circa,sɝkə
ciros,sɪɹoʊz
cisar,sɪsɑɹ
cisco,sɪskoʊ
cisek,tʃɪsɛk
cislo,tʃisɫoʊ
cited,saɪtəd
cited,saɪtɪd
cites,saɪts
citgo,sɪtɡoʊ
citic,sɪtɪk
citro,sɪtɹoʊ
citys,sɪtiz
civet,sɪvət
civic,sɪvɪk
civil,sɪvəɫ
cizek,tʃɪzɛk
cizik,sizɪk
claar,kɫɑɹ
clabo,kɫɑboʊ
clack,kɫæk
claes,kɫeɪz
clagg,kɫæɡ
claim,kɫeɪm
clamp,kɫæmp
clams,kɫæmz
clang,kɫæŋ
clank,kɫæŋk
clans,kɫænz
clapp,kɫæp
claps,kɫæps
claro,kɫɑɹoʊ
clary,kɫɛɹi
clash,kɫæʃ
clasp,kɫæsp
class,kɫæs
claus,kɫɔz
claus,kɫɔz
claws,kɫɔz
clays,kɫeɪz
cleah,kiə
clean,kɫin
clear,kɫɪɹ
cleat,kɫit
cleek,kɫik
cleft,kɫɛft
clegg,kɫɛɡ
clell,kɫɛɫ
clemo,kɫeɪmoʊ
clerc,kɫɝk
clerk,kɫɝk
cleva,kɫivə
cleve,kɫiv
clews,kɫuz
click,kɫɪk
clift,kɫɪft
climb,kɫaɪm
cline,kɫaɪn
cling,kɫɪŋ
clini,kɫini
clink,kɫɪŋk
clips,kɫɪps
clive,kɫaɪv
cloak,kɫoʊk
clock,kɫɑk
cloer,kɫoʊɝ
cloey,kɫoʊi
clogs,kɫɑɡz
cloke,kɫoʊk
clone,kɫoʊn
clore,kɫɔɹ
close,kɫoʊs
close,kɫoʊz
closs,kɫɔs
cloth,kɫɔθ
clots,kɫɑts
clott,kɫɑt
cloud,kɫaʊd
clout,kɫaʊt
clove,kɫoʊv
clown,kɫaʊn
cloyd,kɫɔɪd
clubs,kɫəbz
clubb,kɫəb
clubs,kɫəbz
cluck,kɫək
clued,kɫud
clues,kɫuz
cluff,kɫəf
clump,kɫəmp
clune,kɫun
clung,kɫəŋ
clunk,kɫəŋk
cluny,kɫuni
clute,kɫut
clyne,kɫaɪn
clyte,kɫaɪt
clyve,kɫaɪv
cnbcs,siɛnbisiz
cnnfn,siɛnɛnɛfɛn
coach,koʊtʃ
coady,koʊdi
coals,koʊɫz
coale,koʊɫ
coals,koʊɫz
coast,koʊst
coats,koʊts
coate,koʊeɪt
coats,koʊts
cobbs,kɑbz
coben,koʊbən
cobey,koʊbi
cobia,koʊbiə
cobin,koʊbɪn
coble,koʊbəɫ
cobol,koʊbɔɫ
cobos,koʊboʊz
cobra,koʊbɹə
cobre,kɑbɹə
cocca,koʊkə
cocco,koʊkoʊ
cocke,koʊk
cocks,kɑks
cocky,kɑki
cocoa,koʊkoʊ
cocom,koʊkɑm
cocos,koʊkoʊz
codag,koʊdæɡ
coday,koʊdeɪ
codes,koʊdz
coded,koʊdɪd
coder,koʊdɝ
codes,koʊdz
coeds,koʊɛdz
coeur,kuɹ
cofer,koʊfɝ
cogan,koʊɡən
cogar,koʊɡɝ
coger,koʊdʒɝ
cohan,koʊhən
cohea,kɑhiə
cohee,kɑhi
cohen,koʊən
cohrs,kɔɹz
coile,kɔɪɫ
coils,kɔɪɫz
coins,kɔɪnz
coins,kɔɪnz
coipa,kɔɪpə
coiro,kɔɪɹoʊ
cokes,koʊks
coker,koʊkɝ
cokes,koʊks
cokie,koʊki
colas,koʊɫəz
colab,koʊɫæb
colan,koʊɫən
colao,koʊɫaʊ
colas,koʊɫəs
colaw,koʊɫɔ
colds,koʊɫdz
coles,koʊɫz
colee,koʊɫi
colen,koʊɫən
coler,koʊɫɝ
coles,koʊɫz
coley,koʊɫi
