[1/100] - ptime: 28.87 loss_d: 1.358, loss_g: 0.812
Word: agnew     	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: æɡnju
Word: ocanas    	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: pæntiz
Word: pennings  	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: ɹumən
Word: satires   	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: saɪd
Word: sevey     	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: sɪsən
Word: sokol     	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: stɔntən
Word: stocum    	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: ʃʃʃʃðʃʃʃk 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: ʃʃʃʃðʃʃʃʃ 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: ʃʃʃʃðʃʃʃk 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: ʃʃʃʃðʃʃʃʃ 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: ətɝz
Word: views     	Gen. IPA: ʃʃʃʃʃʃʃʃk 	Real IPA: vjuz
Word: voshell   	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: ʃʃʃʃʃʃʃʃʃ 	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: ʃʃʃʃʃʃʃkk 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: ʃʃʃʃʃʃʃkk 	Real IPA: zɝk
[4/100] - ptime: 26.76 loss_d: 1.676, loss_g: 2.707
Word: agnew     	Gen. IPA: ovʊəoðʒok 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: ovʊəoðɛɑk 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: ovʊəoðɝɝʒ 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: ovʊəoðpɝk 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: ovʊəooʒðə 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: ovʊəoðʊak 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: ovʊəoðʊəɛ 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: ovʊəoðʊək 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: ovʊəoðʊʒð 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: ovʊəoðʊkk 	Real IPA: bɑs
Word: branch    	Gen. IPA: ovʊəoðʊʒk 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: ovʊəoðʊaɝ 	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: ovʊəoðʊpo 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: ovʊəoðɛʒi 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: ovʊəoðɛŋə 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: ovʊəoðɛɝk 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: ovʊəooɛðʒ 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: ovʊəoɝɛðk 	Real IPA: koʊmz
Word: contest   	Gen. IPA: ovʊəoðɛoɝ 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA: ovʊəoðɛɝk 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: ovʊəoðɛθk 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: ovʊəoðaʊo 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: ovʊəoðaəɛ 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: ovʊəoðaɛʒ 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA: ovʊəoðaɛɹ 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA: ovʊəoðɝʒo 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: ovʊəoðɝʒɛ 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA: ovʊəoðiɝð 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: ovʊəoðɑək 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: ovʊəoðoɑɝ 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: ovʊəoðɑʒk 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA: ovʊəoðɑɝk 	Real IPA: fɹiks
Word: functions 	Gen. IPA: ovʊəoðɑɛð 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: ovʊəoðəɹk 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: ovʊəoðəɛɝ 	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: ovʊəoðəŋɝ 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: ovʊəoðəoi 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: ovʊəoðɹoɛ 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: ovʊəoɝɹɝo 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA: ovʊəoðɹŋk 	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: ovʊəooəθŋ 	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: ovʊəoðoŋɛ 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: ovʊəoðvʒə 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: ovʊəoðvəɛ 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: ovʊəoðvpk 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: ovʊəoðvθo 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: ovʊəoðvkk 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: ovʊəoðvak 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: ovʊəoðɛʒk 	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: ovʊəoðɛkk 	Real IPA: ɫin
Word: loong     	Gen. IPA: ovʊəoðɛok 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: ovʊəoɝðɝɛ 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: ovʊəooðkk 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: ovʊəooðəð 	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: ovʊəooopk 	Real IPA: mɝtən
Word: mild      	Gen. IPA: ovʊəooðkk 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: ovʊəoɝɝðɝ 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: ovʊəoɝðʒo 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: ovʊəɝðʒek 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: ovʊəɝðoek 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: ovʊəɝðɛok 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: ovʊəɝðvəŋ 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: ovʊəɝðoɝv 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: ovʊəoðθoə 	Real IPA: pæntiz
Word: pennings  	Gen. IPA: ovʊəoðθɝo 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: ovʊəooθðo 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: ovʊəoðθok 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ovʊəoðθoə 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: ovʊəoðθok 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: ovʊəooθðo 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA: ovʊəoðpio 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: ovʊəoðpaɝ 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: ovʊəoðpəŋ 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: ovʊəoðpɛʒ 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: ovʊəoðpŋo 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ovʊəoopðk 	Real IPA: ɹumən
Word: satires   	Gen. IPA: ovʊəooŋðp 	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: ovʊəoðŋɹɝ 	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA: ovʊəoðŋək 	Real IPA: saɪd
Word: sevey     	Gen. IPA: ovʊəoðŋik 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: ovʊəoðŋoɛ 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: ovʊəoðəŋk 	Real IPA: sɪsən
Word: sokol     	Gen. IPA: ovʊəoðŋvk 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: ovʊəoðŋʒk 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ovʊəooŋʒð 	Real IPA: stɔntən
Word: stocum    	Gen. IPA: ovʊəoɝŋok 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: ovʊəoðŋpk 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: ovʊəðoðŋk 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: ovʊəðoðpɛ 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: ovʊəðoðʒk 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: ovʊəðɝðθŋ 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: ovʊəoðʒɹo 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: ovʊəooʒðk 	Real IPA: ətɝz
Word: views     	Gen. IPA: ovʊəoðiɝk 	Real IPA: vjuz
Word: voshell   	Gen. IPA: ovʊəoðiŋɝ 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: ovʊəoðɝəɑ 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: ovʊəoðŋɝo 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: ovʊəoðŋəð 	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: ovʊəoðŋkk 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: ovʊəoðʊkk 	Real IPA: zɝk
[5/100] - ptime: 26.79 loss_d: 1.329, loss_g: 2.803
Word: agnew     	Gen. IPA: ʃvŋeʃðəɝk 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: ʃvŋeʃðɛʒk 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: ʃvŋeʃðʃʃo 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: ʃvŋeʃðpʒk 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: ʃvŋeʃʃʒɹɝ 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: ʃvŋeʃðʒək 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: ʃvŋeʃðʊɝð 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: ʃvŋeʃðʊək 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: ʃvŋeʃðɛʒo 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: ʃvŋeʃðokk 	Real IPA: bɑs
Word: branch    	Gen. IPA: ʃvŋeʃðpok 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: ʃvŋeʃðʒəð 	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: ʃvŋeʃðʒðo 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: ʃvŋeʃðɛʒɝ 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: ʃvŋeʃðʒðə 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: ʃvŋeʃðɹpk 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: ʃvŋeʃʃəpʒ 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: ʃvŋeʃʃoʊk 	Real IPA: koʊmz
Word: contest   	Gen. IPA: ʃvŋeʃðɛoŋ 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA: ʃvŋeʃðpŋk 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: ʃvŋeʃðʒək 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: ʃvŋeʃðɝʊɛ 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: ʃvŋeʃðaəɛ 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: ʃvŋeʃðəŋʒ 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA: ʃvŋeʃðpɛŋ 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA: ʃvŋeʃðɛðo 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: ʃvŋeʃðoʊɛ 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA: ʃvŋeʃðiɝo 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: ʃvŋeʃðʒŋk 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: ʃvŋeʃðʃəɛ 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: ʃvŋeʃðɛpk 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA: ʃvŋeʃðpʒk 	Real IPA: fɹiks
Word: functions 	Gen. IPA: ʃvŋeʃðʒɛə 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: ʃvŋeʃðəpk 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: ʃvŋeʃðəʊp 	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: ʃvŋeʃðəoɝ 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: ʃvŋeʃðpʃɝ 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: ʃvŋeʃðʒaɝ 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: ʃvŋeʃʃɹʃe 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA: ʃvŋeʃðopk 	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: ʃvŋeʃʃðʒŋ 	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: ʃvŋeʃðoəɛ 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: ʃvŋeʃðɝʒə 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: ʃvŋeʃðʒəɝ 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: ʃvŋeʃðɝðk 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: ʃvŋeʃðvɛo 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: ʃvŋeʃðpkk 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: ʃvŋeʃðeak 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: ʃvŋeʃðɛpk 	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: ʃvŋeʃðɝkk 	Real IPA: ɫin
Word: loong     	Gen. IPA: ʃvŋeʃðɛok 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: ʃvŋeʃʃʒʃɛ 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: ʃvŋeʃʃʒkk 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: ʃvŋeʃʃðɛð 	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: ʃvŋeʃʃʃðk 	Real IPA: mɝtən
Word: mild      	Gen. IPA: ʃvŋeʃʃəkk 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: ʃvŋeʃʃʃðʃ 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: ʃvŋeʃʃðʒɝ 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: ʃvŋeʃðʒɛk 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: ʃvŋeʃðɝək 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: ʃvŋeʃðɛok 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: ʃvŋeʃðvoŋ 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: ʃvŋeʃðipə 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: ʃvŋeʃðʒðɝ 	Real IPA: pæntiz
Word: pennings  	Gen. IPA: ʃvŋeʃðɝʃo 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: ʃvŋeʃʃɝðo 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: ʃvŋeʃðθɛk 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ʃvŋeʃðθðə 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: ʃvŋeʃðpak 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: ʃvŋeʃʃeɹo 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA: ʃvŋeʃðʒəo 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: ʃvŋeʃðpɑp 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: ʃvŋeʃðɝəð 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: ʃvŋeʃðəɹp 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: ʃvŋeʃðpɝʊ 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ʃvŋeʃʃpʒk 	Real IPA: ɹumən
Word: satires   	Gen. IPA: ʃvŋeʃʃʒəɝ 	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: ʃvŋeʃðŋɛɝ 	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA: ʃvŋeʃðŋak 	Real IPA: saɪd
Word: sevey     	Gen. IPA: ʃvŋeʃðŋɝk 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: ʃvŋeʃðŋʃə 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: ʃvŋeʃðəŋk 	Real IPA: sɪsən
Word: sokol     	Gen. IPA: ʃvŋeʃðŋok 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: ʃvŋeʃðθʒk 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ʃvŋeʃʃðʒð 	Real IPA: stɔntən
Word: stocum    	Gen. IPA: ʃvŋeʃʃðɛk 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: ʃvŋeʃðʒɛk 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: ʃvŋeðʃðɛk 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: ʃvŋeðʃɹəɛ 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: ʃvŋeðʃpɛk 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: ʃvŋeðʃpθo 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: ʃvŋeʃðʒɹə 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: ʃvŋeʃðʒɝk 	Real IPA: ətɝz
Word: views     	Gen. IPA: ʃvŋeʃðəɝk 	Real IPA: vjuz
Word: voshell   	Gen. IPA: ʃvŋeʃðoɹɝ 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: ʃvŋeʃðɝŋɝ 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: ʃvŋeʃðɹʃo 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: ʃvŋeʃðŋəʒ 	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: ʃvŋeʃðŋkk 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: ʃvŋeʃðəkk 	Real IPA: zɝk
[6/100] - ptime: 26.84 loss_d: 1.442, loss_g: 2.674
Word: agnew     	Gen. IPA: oʃʃʃʃðʃkk 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: oʃʃʃʃðʃʃk 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: oʃʃʃʃoʃʃʃ 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: oʃʃʃʃðʃkk 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: oʃʃʃʃðʃʃk 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: oʃʃʃʃðʃʃk 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: oʃʃʃʃðʃʃʃ 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: oʃʃʃʃðʃkk 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: oʃʃʃʃððʃʃ 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: oʃʃʃʃðkkk 	Real IPA: bɑs
Word: branch    	Gen. IPA: oʃʃʃʃðʃʃk 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: oʃʃʃʃðʃʃk 	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: oʃʃʃʃðʃʃk 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: oʃʃʃʃðʃʃʃ 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: oʃʃʃʃðʃɛʃ 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: oʃʃʃʃðʃʃk 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: oʃʃʃʃðʃʃk 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: oʃʃʃʃðʃʃk 	Real IPA: koʊmz
Word: contest   	Gen. IPA: oʃʃʃʃðʃʃk 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA: oʃʃʃʃðʃʃk 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: oʃʃʃʃðʃkk 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: oʃʃʃʃðʃʃk 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: oʃʃʃʃðʃʃk 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: oʃʃʃʃðʃŋʃ 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA: oʃʃʃʃðʃʃʃ 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA: oʃʃʃʃðʃʃk 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: oʃʃʃʃðʃʃʃ 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA: oʃʃʃʃðʃʃʃ 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: oʃʃʃʃðʃʃk 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: oʃʃʃʃðʃʃk 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: oʃʃʃʃðʃʃk 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA: oʃʃʃʃðʃʃk 	Real IPA: fɹiks
Word: functions 	Gen. IPA: oʃʃʃʃðʃʃʃ 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: oʃʃʃʃðʃʃk 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: oʃʃʃʃðʃʃk 	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: oʃʃʃʃðʃɛk 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: oʃʃʃʃðʃʃk 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: oʃʃʃʃðʃʃʃ 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: oʃʃʃʃðʃʃk 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA: oʃʃʃʃðʃkk 	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: oʃʃʃʃʃʃʃŋ 	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: oʃʃʃʃðʃʃk 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: oʃʃʃʃðoʃʃ 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: oʃʃʃʃðʃəʃ 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: oʃʃʃʃðʃʃk 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: oʃʃʃʃðʃʃk 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: oʃʃʃʃðʃkk 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: oʃʃʃʃðʃkk 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: oʃʃʃʃðʃkk 	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: oʃʃʃʃðʃkk 	Real IPA: ɫin
