[1/100] - ptime: 15.89 loss_d: 1.365, loss_g: 0.728
[1/100] - ptime: 14.49 loss_d: 1.375, loss_g: 0.846
Word: abie  	Gen. IPA: kkkkk 	Real IPA: æbi
Word: vase  	Gen. IPA: ððððð 	Real IPA: veɪs
Word: viag  	Gen. IPA: ððððð 	Real IPA: vaɪæɡ
Word: wakes 	Gen. IPA: ððððð 	Real IPA: weɪks
Word: warm  	Gen. IPA: ððððð 	Real IPA: wɔɹm
Word: weick 	Gen. IPA: ððððð 	Real IPA: wik
Word: with  	Gen. IPA: ððððð 	Real IPA: wɪθ
Word: wolfe 	Gen. IPA: ððððð 	Real IPA: wʊɫf
Word: yauch 	Gen. IPA: ððððð 	Real IPA: jɔtʃ
Word: yikes 	Gen. IPA: ððððð 	Real IPA: jaɪks
[2/100] - ptime: 13.69 loss_d: 1.309, loss_g: 1.401
Word: abie  	Gen. IPA: ððððð 	Real IPA: æbi
Word: aglow 	Gen. IPA: ððððð 	Real IPA: əɡɫoʊ
Word: aikin 	Gen. IPA: ððððð 	Real IPA: eɪkɪn
Word: ame   	Gen. IPA: ððððð 	Real IPA: eɪm
Word: anast 	Gen. IPA: ððððð 	Real IPA: ɑnɑst
Word: autos 	Gen. IPA: ððððð 	Real IPA: ɔtoʊz
Word: awed  	Gen. IPA: ððððð 	Real IPA: ɔd
Word: babas 	Gen. IPA: ððððð 	Real IPA: bɑbəz
Word: baier 	Gen. IPA: ððððð 	Real IPA: beɪɝ
Word: baz   	Gen. IPA: ððððð 	Real IPA: bæz
Word: bein  	Gen. IPA: ððððð 	Real IPA: biɪn
Word: betta 	Gen. IPA: ððððð 	Real IPA: bɛtə
Word: bihl  	Gen. IPA: ððððð 	Real IPA: bɪɫ
Word: brine 	Gen. IPA: ððððð 	Real IPA: bɹaɪn
Word: broth 	Gen. IPA: ððððð 	Real IPA: bɹɔθ
Word: bunch 	Gen. IPA: ððððð 	Real IPA: bəntʃ
Word: ciel  	Gen. IPA: ððððð 	Real IPA: siɫ
Word: comes 	Gen. IPA: ððððð 	Real IPA: kəmz
Word: copp  	Gen. IPA: ððððð 	Real IPA: kɑp
Word: cowl  	Gen. IPA: ððððð 	Real IPA: kaʊɫ
Word: crary 	Gen. IPA: ððððð 	Real IPA: kɝɛɹi
Word: dafoe 	Gen. IPA: ððððð 	Real IPA: dæfoʊ
Word: dehm  	Gen. IPA: ððððð 	Real IPA: dɛm
Word: delft 	Gen. IPA: ððððð 	Real IPA: dɛɫft
Word: dicta 	Gen. IPA: ððððð 	Real IPA: dɪktɑ
Word: doge  	Gen. IPA: ððððð 	Real IPA: doʊdʒ
Word: erina 	Gen. IPA: ððððð 	Real IPA: ɝinə
Word: every 	Gen. IPA: ððððð 	Real IPA: ɛvɹi
Word: eyes  	Gen. IPA: ððððð 	Real IPA: aɪz
Word: fiat  	Gen. IPA: ððððð 	Real IPA: faɪæt
Word: fouhy 	Gen. IPA: ððððð 	Real IPA: fui
Word: gaar  	Gen. IPA: ððððð 	Real IPA: ɡɑɹ
Word: genre 	Gen. IPA: ððððð 	Real IPA: ʒɑnɹə
Word: gerk  	Gen. IPA: ððððð 	Real IPA: ɡɝk
Word: ghent 	Gen. IPA: ððððð 	Real IPA: ɡɛnt
Word: glint 	Gen. IPA: ððððð 	Real IPA: ɡɫɪnt
Word: goree 	Gen. IPA: ððððð 	Real IPA: ɡɔɹi
Word: grob  	Gen. IPA: ððððð 	Real IPA: ɡɹɑb
Word: hooke 	Gen. IPA: ððððð 	Real IPA: hʊk
Word: ifas  	Gen. IPA: ððððð 	Real IPA: aɪfəs
Word: imbed 	Gen. IPA: ððððð 	Real IPA: ɪmbɛd
Word: issa  	Gen. IPA: ððððð 	Real IPA: ɪsə
Word: jacks 	Gen. IPA: ððððð 	Real IPA: dʒæks
Word: jut   	Gen. IPA: ððððð 	Real IPA: dʒət
Word: kelm  	Gen. IPA: ððððð 	Real IPA: kɛɫm
Word: kerin 	Gen. IPA: ððððð 	Real IPA: kɛɹɪn
Word: kis   	Gen. IPA: ððððð 	Real IPA: kɪs
Word: kolb  	Gen. IPA: ððððð 	Real IPA: koʊɫb
Word: lape  	Gen. IPA: ððððð 	Real IPA: ɫeɪp
Word: leija 	Gen. IPA: ððððð 	Real IPA: ɫijə
Word: lord  	Gen. IPA: ððððð 	Real IPA: ɫɔɹd
Word: lucco 	Gen. IPA: ððððð 	Real IPA: ɫukoʊ
Word: mails 	Gen. IPA: ððððð 	Real IPA: meɪɫz
Word: manzi 	Gen. IPA: ððððð 	Real IPA: mænzi
Word: marfa 	Gen. IPA: ððððð 	Real IPA: mɑɹfə
Word: matus 	Gen. IPA: ððððð 	Real IPA: mætɪs
Word: meave 	Gen. IPA: ððððð 	Real IPA: miv
Word: mores 	Gen. IPA: ððððð 	Real IPA: mɔɹiz
Word: mruk  	Gen. IPA: ððððð 	Real IPA: mɹək
Word: ndour 	Gen. IPA: ððððð 	Real IPA: ndaʊɹ
Word: nang  	Gen. IPA: ððððð 	Real IPA: næŋ
Word: nazer 	Gen. IPA: ððððð 	Real IPA: neɪzɝ
Word: ninny 	Gen. IPA: ððððð 	Real IPA: nɪni
Word: nods  	Gen. IPA: ððððð 	Real IPA: nɑdz
Word: novi  	Gen. IPA: ððððð 	Real IPA: noʊvi
Word: palla 	Gen. IPA: ððððð 	Real IPA: pæɫə
Word: pense 	Gen. IPA: ððððð 	Real IPA: pɛns
Word: pung  	Gen. IPA: ððððð 	Real IPA: pəŋ
Word: quick 	Gen. IPA: ððððð 	Real IPA: kwɪk
Word: rabel 	Gen. IPA: ððððð 	Real IPA: ɹæbəɫ
Word: rado  	Gen. IPA: ððððð 	Real IPA: ɹɑdoʊ
Word: rasp  	Gen. IPA: ððððð 	Real IPA: ɹæsp
Word: richa 	Gen. IPA: ððððð 	Real IPA: ɹɪtʃə
Word: roehm 	Gen. IPA: ððððð 	Real IPA: ɹoʊm
Word: rolt  	Gen. IPA: ððððð 	Real IPA: ɹoʊɫt
Word: sahm  	Gen. IPA: ððððð 	Real IPA: sæm
Word: sant  	Gen. IPA: ððððð 	Real IPA: sænt
Word: searl 	Gen. IPA: ððððð 	Real IPA: sɝɫ
Word: shunk 	Gen. IPA: ððððð 	Real IPA: ʃəŋk
Word: snoop 	Gen. IPA: ððððð 	Real IPA: snup
Word: sous  	Gen. IPA: ððððð 	Real IPA: suz
Word: stac  	Gen. IPA: ððððð 	Real IPA: stæk
Word: sudan 	Gen. IPA: ððððð 	Real IPA: sudæn
Word: tansy 	Gen. IPA: ððððð 	Real IPA: tænzi
Word: tele  	Gen. IPA: ððððð 	Real IPA: tɛɫi
Word: terms 	Gen. IPA: ððððð 	Real IPA: tɝmz
Word: tibia 	Gen. IPA: ððððð 	Real IPA: tɪbiə
Word: tosch 	Gen. IPA: ððððð 	Real IPA: tɔʃ
Word: trill 	Gen. IPA: ððððð 	Real IPA: tɹɪɫ
Word: ulee  	Gen. IPA: ððððð 	Real IPA: juɫi
Word: using 	Gen. IPA: ððððð 	Real IPA: juzɪŋ
Word: vase  	Gen. IPA: ððððð 	Real IPA: veɪs
Word: viag  	Gen. IPA: ððððð 	Real IPA: vaɪæɡ
Word: wakes 	Gen. IPA: ððððð 	Real IPA: weɪks
Word: warm  	Gen. IPA: ððððð 	Real IPA: wɔɹm
Word: weick 	Gen. IPA: ððððð 	Real IPA: wik
Word: with  	Gen. IPA: ððððð 	Real IPA: wɪθ
Word: wolfe 	Gen. IPA: ððððð 	Real IPA: wʊɫf
Word: yauch 	Gen. IPA: ððððð 	Real IPA: jɔtʃ
Word: yikes 	Gen. IPA: ððððð 	Real IPA: jaɪks
[1/100] - ptime: 14.59 loss_d: 1.391, loss_g: 0.828
Word: abie  	Gen. IPA: zɑɑɑɑ 	Real IPA: æbi
Word: aglow 	Gen. IPA: zɑɑɑɑ 	Real IPA: əɡɫoʊ
Word: aikin 	Gen. IPA: zɑɑɑɑ 	Real IPA: eɪkɪn
Word: ame   	Gen. IPA: zɑɑɑɑ 	Real IPA: eɪm
Word: anast 	Gen. IPA: zɑɑɑɑ 	Real IPA: ɑnɑst
Word: autos 	Gen. IPA: zɑɑɑɑ 	Real IPA: ɔtoʊz
Word: awed  	Gen. IPA: zɑɑɑɑ 	Real IPA: ɔd
Word: babas 	Gen. IPA: zɑɑɑɑ 	Real IPA: bɑbəz
Word: baier 	Gen. IPA: zɑɑɑɑ 	Real IPA: beɪɝ
Word: baz   	Gen. IPA: zɑɑɑɑ 	Real IPA: bæz
Word: bein  	Gen. IPA: zɑɑɑɑ 	Real IPA: biɪn
Word: betta 	Gen. IPA: zɑɑɑɑ 	Real IPA: bɛtə
Word: bihl  	Gen. IPA: zɑɑɑɑ 	Real IPA: bɪɫ
Word: brine 	Gen. IPA: zɑɑɑɑ 	Real IPA: bɹaɪn
Word: broth 	Gen. IPA: zɑɑɑɑ 	Real IPA: bɹɔθ
Word: bunch 	Gen. IPA: zɑɑɑɑ 	Real IPA: bəntʃ
Word: ciel  	Gen. IPA: zɑɑɑɑ 	Real IPA: siɫ
Word: comes 	Gen. IPA: zɑɑɑɑ 	Real IPA: kəmz
Word: copp  	Gen. IPA: zɑɑɑɑ 	Real IPA: kɑp
Word: cowl  	Gen. IPA: zɑɑɑɑ 	Real IPA: kaʊɫ
Word: crary 	Gen. IPA: zɑɑɑɑ 	Real IPA: kɝɛɹi
Word: dafoe 	Gen. IPA: zɑɑɑɑ 	Real IPA: dæfoʊ
Word: dehm  	Gen. IPA: zɑɑɑɑ 	Real IPA: dɛm
Word: delft 	Gen. IPA: zɑɑɑɑ 	Real IPA: dɛɫft
Word: dicta 	Gen. IPA: zɑɑɑɑ 	Real IPA: dɪktɑ
Word: doge  	Gen. IPA: zɑɑɑɑ 	Real IPA: doʊdʒ
Word: erina 	Gen. IPA: zɑɑɑɑ 	Real IPA: ɝinə
Word: every 	Gen. IPA: zɑɑɑɑ 	Real IPA: ɛvɹi
Word: eyes  	Gen. IPA: zɑɑɑɑ 	Real IPA: aɪz
Word: fiat  	Gen. IPA: zɑɑɑɑ 	Real IPA: faɪæt
Word: fouhy 	Gen. IPA: zɑɑɑɑ 	Real IPA: fui
Word: gaar  	Gen. IPA: zɑɑɑɑ 	Real IPA: ɡɑɹ
Word: genre 	Gen. IPA: zɑɑɑɑ 	Real IPA: ʒɑnɹə
Word: gerk  	Gen. IPA: zɑɑɑɑ 	Real IPA: ɡɝk
Word: ghent 	Gen. IPA: zɑɑɑɑ 	Real IPA: ɡɛnt
Word: glint 	Gen. IPA: zɑɑɑɑ 	Real IPA: ɡɫɪnt
Word: goree 	Gen. IPA: zɑɑɑɑ 	Real IPA: ɡɔɹi
Word: grob  	Gen. IPA: zɑɑɑɑ 	Real IPA: ɡɹɑb
Word: hooke 	Gen. IPA: zɑɑɑɑ 	Real IPA: hʊk
Word: ifas  	Gen. IPA: zɑɑɑɑ 	Real IPA: aɪfəs
Word: imbed 	Gen. IPA: zɑɑɑɑ 	Real IPA: ɪmbɛd
Word: issa  	Gen. IPA: zɑɑɑɑ 	Real IPA: ɪsə
Word: jacks 	Gen. IPA: zɑɑɑɑ 	Real IPA: dʒæks
Word: jut   	Gen. IPA: zɑɑɑɑ 	Real IPA: dʒət
Word: kelm  	Gen. IPA: zɑɑɑɑ 	Real IPA: kɛɫm
Word: kerin 	Gen. IPA: zɑɑɑɑ 	Real IPA: kɛɹɪn
Word: kis   	Gen. IPA: zɑɑɑɑ 	Real IPA: kɪs
Word: kolb  	Gen. IPA: zɑɑɑɑ 	Real IPA: koʊɫb
Word: lape  	Gen. IPA: zɑɑɑɑ 	Real IPA: ɫeɪp
Word: leija 	Gen. IPA: zɑɑɑɑ 	Real IPA: ɫijə
Word: lord  	Gen. IPA: zɑɑɑɑ 	Real IPA: ɫɔɹd
Word: lucco 	Gen. IPA: zɑɑɑɑ 	Real IPA: ɫukoʊ
Word: mails 	Gen. IPA: zɑɑɑɑ 	Real IPA: meɪɫz
Word: manzi 	Gen. IPA: zɑɑɑɑ 	Real IPA: mænzi
Word: marfa 	Gen. IPA: zɑɑɑɑ 	Real IPA: mɑɹfə
Word: matus 	Gen. IPA: zɑɑɑɑ 	Real IPA: mætɪs
Word: meave 	Gen. IPA: zɑɑɑɑ 	Real IPA: miv
Word: mores 	Gen. IPA: zɑɑɑɑ 	Real IPA: mɔɹiz
Word: mruk  	Gen. IPA: zɑɑɑɑ 	Real IPA: mɹək
Word: ndour 	Gen. IPA: zɑɑɑɑ 	Real IPA: ndaʊɹ
Word: nang  	Gen. IPA: zɑɑɑɑ 	Real IPA: næŋ
Word: nazer 	Gen. IPA: zɑɑɑɑ 	Real IPA: neɪzɝ
Word: ninny 	Gen. IPA: zɑɑɑɑ 	Real IPA: nɪni
Word: nods  	Gen. IPA: zɑɑɑɑ 	Real IPA: nɑdz
Word: novi  	Gen. IPA: zɑɑɑɑ 	Real IPA: noʊvi
Word: palla 	Gen. IPA: zɑɑɑɑ 	Real IPA: pæɫə
Word: pense 	Gen. IPA: zɑɑɑɑ 	Real IPA: pɛns
Word: pung  	Gen. IPA: zɑɑɑɑ 	Real IPA: pəŋ
Word: quick 	Gen. IPA: zɑɑɑɑ 	Real IPA: kwɪk
Word: rabel 	Gen. IPA: zɑɑɑɑ 	Real IPA: ɹæbəɫ
Word: rado  	Gen. IPA: zɑɑɑɑ 	Real IPA: ɹɑdoʊ
Word: rasp  	Gen. IPA: zɑɑɑɑ 	Real IPA: ɹæsp
Word: richa 	Gen. IPA: zɑɑɑɑ 	Real IPA: ɹɪtʃə
Word: roehm 	Gen. IPA: zɑɑɑɑ 	Real IPA: ɹoʊm
Word: rolt  	Gen. IPA: zɑɑɑɑ 	Real IPA: ɹoʊɫt
Word: sahm  	Gen. IPA: zɑɑɑɑ 	Real IPA: sæm
Word: sant  	Gen. IPA: zɑɑɑɑ 	Real IPA: sænt
Word: searl 	Gen. IPA: zɑɑɑɑ 	Real IPA: sɝɫ
Word: shunk 	Gen. IPA: zɑɑɑɑ 	Real IPA: ʃəŋk
Word: snoop 	Gen. IPA: zɑɑɑɑ 	Real IPA: snup
Word: sous  	Gen. IPA: zɑɑɑɑ 	Real IPA: suz
Word: stac  	Gen. IPA: zɑɑɑɑ 	Real IPA: stæk
Word: sudan 	Gen. IPA: zɑɑɑɑ 	Real IPA: sudæn
Word: tansy 	Gen. IPA: zɑɑɑɑ 	Real IPA: tænzi
Word: tele  	Gen. IPA: zɑɑɑɑ 	Real IPA: tɛɫi
Word: terms 	Gen. IPA: zɑɑɑɑ 	Real IPA: tɝmz
Word: tibia 	Gen. IPA: zɑɑɑɑ 	Real IPA: tɪbiə
Word: tosch 	Gen. IPA: zɑɑɑɑ 	Real IPA: tɔʃ
Word: trill 	Gen. IPA: zɑɑɑɑ 	Real IPA: tɹɪɫ
Word: ulee  	Gen. IPA: zɑɑɑɑ 	Real IPA: juɫi
Word: using 	Gen. IPA: zɑɑɑɑ 	Real IPA: juzɪŋ
Word: vase  	Gen. IPA: zɑɑɑɑ 	Real IPA: veɪs
Word: viag  	Gen. IPA: zɑɑɑɑ 	Real IPA: vaɪæɡ
Word: wakes 	Gen. IPA: zɑɑɑɑ 	Real IPA: weɪks
Word: warm  	Gen. IPA: zɑɑɑɑ 	Real IPA: wɔɹm
Word: weick 	Gen. IPA: zɑɑɑɑ 	Real IPA: wik
Word: with  	Gen. IPA: zɑɑɑɑ 	Real IPA: wɪθ
Word: wolfe 	Gen. IPA: zɑɑɑɑ 	Real IPA: wʊɫf
Word: yauch 	Gen. IPA: zɑɑɑɑ 	Real IPA: jɔtʃ
Word: yikes 	Gen. IPA: zɑɑɑɑ 	Real IPA: jaɪks
[1/100] - ptime: 14.63 loss_d: 1.378, loss_g: 0.821
Word: abie  	Gen. IPA: eeeee 	Real IPA: æbi
Word: aglow 	Gen. IPA: eeeee 	Real IPA: əɡɫoʊ
Word: aikin 	Gen. IPA: eeeee 	Real IPA: eɪkɪn
Word: ame   	Gen. IPA: eeeee 	Real IPA: eɪm
Word: anast 	Gen. IPA: eeeee 	Real IPA: ɑnɑst
Word: autos 	Gen. IPA: eeeee 	Real IPA: ɔtoʊz
Word: awed  	Gen. IPA: eeeee 	Real IPA: ɔd
Word: babas 	Gen. IPA: eeeee 	Real IPA: bɑbəz
Word: baier 	Gen. IPA: eeeee 	Real IPA: beɪɝ
Word: baz   	Gen. IPA: eeeee 	Real IPA: bæz
Word: bein  	Gen. IPA: eeeee 	Real IPA: biɪn
Word: betta 	Gen. IPA: eeeee 	Real IPA: bɛtə
Word: bihl  	Gen. IPA: eeeee 	Real IPA: bɪɫ
Word: brine 	Gen. IPA: eeeee 	Real IPA: bɹaɪn
Word: broth 	Gen. IPA: eeeee 	Real IPA: bɹɔθ
Word: bunch 	Gen. IPA: eeeee 	Real IPA: bəntʃ
Word: ciel  	Gen. IPA: eeeee 	Real IPA: siɫ
Word: comes 	Gen. IPA: eeeee 	Real IPA: kəmz
Word: copp  	Gen. IPA: eeeee 	Real IPA: kɑp
Word: cowl  	Gen. IPA: eeeee 	Real IPA: kaʊɫ
Word: crary 	Gen. IPA: eeeee 	Real IPA: kɝɛɹi
Word: dafoe 	Gen. IPA: eeeee 	Real IPA: dæfoʊ
Word: dehm  	Gen. IPA: eeeee 	Real IPA: dɛm
Word: delft 	Gen. IPA: eeeee 	Real IPA: dɛɫft
Word: dicta 	Gen. IPA: eeeee 	Real IPA: dɪktɑ
Word: doge  	Gen. IPA: eeeee 	Real IPA: doʊdʒ
Word: erina 	Gen. IPA: eeeee 	Real IPA: ɝinə
Word: every 	Gen. IPA: eeeee 	Real IPA: ɛvɹi
Word: eyes  	Gen. IPA: eeeee 	Real IPA: aɪz
Word: fiat  	Gen. IPA: eeeee 	Real IPA: faɪæt
Word: fouhy 	Gen. IPA: eeeee 	Real IPA: fui
Word: gaar  	Gen. IPA: eeeee 	Real IPA: ɡɑɹ
Word: genre 	Gen. IPA: eeeee 	Real IPA: ʒɑnɹə
Word: gerk  	Gen. IPA: eeeee 	Real IPA: ɡɝk
Word: ghent 	Gen. IPA: eeeee 	Real IPA: ɡɛnt
Word: glint 	Gen. IPA: eeeee 	Real IPA: ɡɫɪnt
Word: goree 	Gen. IPA: eeeee 	Real IPA: ɡɔɹi
Word: grob  	Gen. IPA: eeeee 	Real IPA: ɡɹɑb
Word: hooke 	Gen. IPA: eeeee 	Real IPA: hʊk
Word: ifas  	Gen. IPA: eeeee 	Real IPA: aɪfəs
Word: imbed 	Gen. IPA: eeeee 	Real IPA: ɪmbɛd
Word: issa  	Gen. IPA: eeeee 	Real IPA: ɪsə
Word: jacks 	Gen. IPA: eeeee 	Real IPA: dʒæks
Word: jut   	Gen. IPA: eeeee 	Real IPA: dʒət
Word: kelm  	Gen. IPA: eeeee 	Real IPA: kɛɫm
Word: kerin 	Gen. IPA: eeeee 	Real IPA: kɛɹɪn
Word: kis   	Gen. IPA: eeeee 	Real IPA: kɪs
Word: kolb  	Gen. IPA: eeeee 	Real IPA: koʊɫb
Word: lape  	Gen. IPA: eeeee 	Real IPA: ɫeɪp
Word: leija 	Gen. IPA: eeeee 	Real IPA: ɫijə
Word: lord  	Gen. IPA: eeeee 	Real IPA: ɫɔɹd
Word: lucco 	Gen. IPA: eeeee 	Real IPA: ɫukoʊ
Word: mails 	Gen. IPA: eeeee 	Real IPA: meɪɫz
Word: manzi 	Gen. IPA: eeeee 	Real IPA: mænzi
Word: marfa 	Gen. IPA: eeeee 	Real IPA: mɑɹfə
Word: matus 	Gen. IPA: eeeee 	Real IPA: mætɪs
Word: meave 	Gen. IPA: eeeee 	Real IPA: miv
Word: mores 	Gen. IPA: eeeee 	Real IPA: mɔɹiz
Word: mruk  	Gen. IPA: eeeee 	Real IPA: mɹək
Word: ndour 	Gen. IPA: eeeee 	Real IPA: ndaʊɹ
Word: nang  	Gen. IPA: eeeee 	Real IPA: næŋ
Word: nazer 	Gen. IPA: eeeee 	Real IPA: neɪzɝ
Word: ninny 	Gen. IPA: eeeee 	Real IPA: nɪni
Word: nods  	Gen. IPA: eeeee 	Real IPA: nɑdz
Word: novi  	Gen. IPA: eeeee 	Real IPA: noʊvi
Word: palla 	Gen. IPA: eeeee 	Real IPA: pæɫə
Word: pense 	Gen. IPA: eeeee 	Real IPA: pɛns
Word: pung  	Gen. IPA: eeeee 	Real IPA: pəŋ
Word: quick 	Gen. IPA: eeeee 	Real IPA: kwɪk
Word: rabel 	Gen. IPA: eeeee 	Real IPA: ɹæbəɫ
Word: rado  	Gen. IPA: eeeee 	Real IPA: ɹɑdoʊ
Word: rasp  	Gen. IPA: eeeee 	Real IPA: ɹæsp
Word: richa 	Gen. IPA: eeeee 	Real IPA: ɹɪtʃə
Word: roehm 	Gen. IPA: eeeee 	Real IPA: ɹoʊm
Word: rolt  	Gen. IPA: eeeee 	Real IPA: ɹoʊɫt
Word: sahm  	Gen. IPA: eeeee 	Real IPA: sæm
Word: sant  	Gen. IPA: eeeee 	Real IPA: sænt
Word: searl 	Gen. IPA: eeeee 	Real IPA: sɝɫ
Word: shunk 	Gen. IPA: eeeee 	Real IPA: ʃəŋk
Word: snoop 	Gen. IPA: eeeee 	Real IPA: snup
Word: sous  	Gen. IPA: eeeee 	Real IPA: suz
Word: stac  	Gen. IPA: eeeee 	Real IPA: stæk
Word: sudan 	Gen. IPA: eeeee 	Real IPA: sudæn
Word: tansy 	Gen. IPA: eeeee 	Real IPA: tænzi
Word: tele  	Gen. IPA: eeeee 	Real IPA: tɛɫi
Word: terms 	Gen. IPA: eeeee 	Real IPA: tɝmz
Word: tibia 	Gen. IPA: eeeee 	Real IPA: tɪbiə
Word: tosch 	Gen. IPA: eeeee 	Real IPA: tɔʃ
Word: trill 	Gen. IPA: eeeee 	Real IPA: tɹɪɫ
Word: ulee  	Gen. IPA: eeeee 	Real IPA: juɫi
Word: using 	Gen. IPA: eeeee 	Real IPA: juzɪŋ
Word: vase  	Gen. IPA: eeeee 	Real IPA: veɪs
Word: viag  	Gen. IPA: eeeee 	Real IPA: vaɪæɡ
Word: wakes 	Gen. IPA: eeeee 	Real IPA: weɪks
Word: warm  	Gen. IPA: eeeee 	Real IPA: wɔɹm
Word: weick 	Gen. IPA: eeeee 	Real IPA: wik
Word: with  	Gen. IPA: eeeee 	Real IPA: wɪθ
Word: wolfe 	Gen. IPA: eeeee 	Real IPA: wʊɫf
Word: yauch 	Gen. IPA: eeeee 	Real IPA: jɔtʃ
Word: yikes 	Gen. IPA: eeeee 	Real IPA: jaɪks
[2/100] - ptime: 13.71 loss_d: 1.457, loss_g: 1.591
Word: abie  	Gen. IPA: eeeee 	Real IPA: æbi
Word: aglow 	Gen. IPA: eeeee 	Real IPA: əɡɫoʊ
Word: aikin 	Gen. IPA: eeeee 	Real IPA: eɪkɪn
Word: ame   	Gen. IPA: eeeee 	Real IPA: eɪm
Word: anast 	Gen. IPA: eeeee 	Real IPA: ɑnɑst
Word: autos 	Gen. IPA: eeeee 	Real IPA: ɔtoʊz
Word: awed  	Gen. IPA: eeeee 	Real IPA: ɔd
Word: babas 	Gen. IPA: eeeee 	Real IPA: bɑbəz
Word: baier 	Gen. IPA: eeeee 	Real IPA: beɪɝ
Word: baz   	Gen. IPA: eeeee 	Real IPA: bæz
Word: bein  	Gen. IPA: eeeee 	Real IPA: biɪn
Word: betta 	Gen. IPA: eeees 	Real IPA: bɛtə
Word: bihl  	Gen. IPA: eeeee 	Real IPA: bɪɫ
Word: brine 	Gen. IPA: eeeee 	Real IPA: bɹaɪn
Word: broth 	Gen. IPA: eeeee 	Real IPA: bɹɔθ
Word: bunch 	Gen. IPA: eeeee 	Real IPA: bəntʃ
Word: ciel  	Gen. IPA: eeeee 	Real IPA: siɫ
Word: comes 	Gen. IPA: eeeee 	Real IPA: kəmz
Word: copp  	Gen. IPA: eeeep 	Real IPA: kɑp
Word: cowl  	Gen. IPA: eeeee 	Real IPA: kaʊɫ
Word: crary 	Gen. IPA: eeeee 	Real IPA: kɝɛɹi
Word: dafoe 	Gen. IPA: eeeee 	Real IPA: dæfoʊ
Word: dehm  	Gen. IPA: eeeee 	Real IPA: dɛm
Word: delft 	Gen. IPA: eeeee 	Real IPA: dɛɫft
Word: dicta 	Gen. IPA: eeeee 	Real IPA: dɪktɑ
Word: doge  	Gen. IPA: eeeee 	Real IPA: doʊdʒ
Word: erina 	Gen. IPA: eeeee 	Real IPA: ɝinə
Word: every 	Gen. IPA: eeeee 	Real IPA: ɛvɹi
Word: eyes  	Gen. IPA: eeeee 	Real IPA: aɪz
Word: fiat  	Gen. IPA: eeeee 	Real IPA: faɪæt
Word: fouhy 	Gen. IPA: eeeee 	Real IPA: fui
Word: gaar  	Gen. IPA: eeeee 	Real IPA: ɡɑɹ
Word: genre 	Gen. IPA: eeeee 	Real IPA: ʒɑnɹə
Word: gerk  	Gen. IPA: eeeee 	Real IPA: ɡɝk
Word: ghent 	Gen. IPA: eeeee 	Real IPA: ɡɛnt
Word: glint 	Gen. IPA: eeeee 	Real IPA: ɡɫɪnt
Word: goree 	Gen. IPA: eeeee 	Real IPA: ɡɔɹi
Word: grob  	Gen. IPA: eeeee 	Real IPA: ɡɹɑb
Word: hooke 	Gen. IPA: eeeee 	Real IPA: hʊk
Word: ifas  	Gen. IPA: eeeee 	Real IPA: aɪfəs
Word: imbed 	Gen. IPA: eeeee 	Real IPA: ɪmbɛd
Word: issa  	Gen. IPA: eeeee 	Real IPA: ɪsə
Word: jacks 	Gen. IPA: eeeee 	Real IPA: dʒæks
Word: jut   	Gen. IPA: eeeee 	Real IPA: dʒət
Word: kelm  	Gen. IPA: eeeee 	Real IPA: kɛɫm
Word: kerin 	Gen. IPA: eeeee 	Real IPA: kɛɹɪn
Word: kis   	Gen. IPA: eeeee 	Real IPA: kɪs
Word: kolb  	Gen. IPA: eeeee 	Real IPA: koʊɫb
Word: lape  	Gen. IPA: eeeee 	Real IPA: ɫeɪp
Word: leija 	Gen. IPA: eeeee 	Real IPA: ɫijə
Word: lord  	Gen. IPA: eeeee 	Real IPA: ɫɔɹd
Word: lucco 	Gen. IPA: eeeee 	Real IPA: ɫukoʊ
Word: mails 	Gen. IPA: eeeee 	Real IPA: meɪɫz
Word: manzi 	Gen. IPA: eeeee 	Real IPA: mænzi
Word: marfa 	Gen. IPA: eeeee 	Real IPA: mɑɹfə
Word: matus 	Gen. IPA: eeeee 	Real IPA: mætɪs
Word: meave 	Gen. IPA: eeeee 	Real IPA: miv
Word: mores 	Gen. IPA: eeeee 	Real IPA: mɔɹiz
Word: mruk  	Gen. IPA: eeeee 	Real IPA: mɹək
Word: ndour 	Gen. IPA: eeeee 	Real IPA: ndaʊɹ
Word: nang  	Gen. IPA: eeeee 	Real IPA: næŋ
Word: nazer 	Gen. IPA: eeeee 	Real IPA: neɪzɝ
Word: ninny 	Gen. IPA: eeeee 	Real IPA: nɪni
Word: nods  	Gen. IPA: eeeee 	Real IPA: nɑdz
Word: novi  	Gen. IPA: eeeee 	Real IPA: noʊvi
Word: palla 	Gen. IPA: eeeet 	Real IPA: pæɫə
Word: pense 	Gen. IPA: eeeee 	Real IPA: pɛns
Word: pung  	Gen. IPA: eeeee 	Real IPA: pəŋ
Word: quick 	Gen. IPA: eeeee 	Real IPA: kwɪk
Word: rabel 	Gen. IPA: eeeee 	Real IPA: ɹæbəɫ
Word: rado  	Gen. IPA: eeeee 	Real IPA: ɹɑdoʊ
Word: rasp  	Gen. IPA: eeeee 	Real IPA: ɹæsp
Word: richa 	Gen. IPA: eeeee 	Real IPA: ɹɪtʃə
Word: roehm 	Gen. IPA: eeeee 	Real IPA: ɹoʊm
Word: rolt  	Gen. IPA: eeeee 	Real IPA: ɹoʊɫt
