[1/100] - ptime: 18.29 loss_d: 1.352, loss_g: 0.615
Word: agnew     	Gen. IPA: ktðekɑueʃ 	Real IPA: æɡnju
Word: begelman  	Gen. IPA: eʒwphzpnʒ 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: homɝɪofɪæ 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: eɔɑhðzoɪm 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: uhɑɔɝeouu 	Real IPA: bɑs
Word: branch    	Gen. IPA: ɑmeɹkɝzɔð 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: ððɔwmakɪ  	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: kɑʃnu nkæ 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: eɡ ɝdɹðhe 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: fnafed jz 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: nɔʒɝd tbd 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: æokdðbɔʃɡ 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: æɪʒdhoaɑh 	Real IPA: koʊmz
Word: contest   	Gen. IPA: ɔɹkðfhuɹd 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA: okjmɑ ɝua 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: aohtɑonɡʒ 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: tzðɹdɑbæɑ 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: tubmɪhfʒw 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: ɝɪɔʒɹwnɹa 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA:  ɡɝnaa mu 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA: ɑkd h ɑðp 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: fɹoɔɔwʒno 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA:   ɡkʃpaaɡ 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: bɪmtæbpua 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: ʃæpmɪkɔwɑ 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: ɪʒʃwpɹnhw 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA:  ɝɡwʒkjɡɡ 	Real IPA: fɹiks
Word: functions 	Gen. IPA: wtemnzpfɔ 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: ɝzeʃɔʒfaʃ 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: ɔʃð ambjz 	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: hʒɑɪekmhɑ 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: fɪjbhuɡzu 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: zɔhwwoɹkɡ 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: fnutzɑɡej 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA: aʒɡɪzɑfɹ  	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: nðdwaɡejʒ 	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: ɝ huɪʃɑpɑ 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: bɡnujkwʒj 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: petkɔɑoɹf 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: ɹɔɝpɔ ɡʃb 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: ehpbpumʒʃ 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: ðhfbmɹɔðj 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: eɝʒkɑɔɡba 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: hmp ɹoɡdt 	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: ahfjænæʃ  	Real IPA: ɫin
Word: loong     	Gen. IPA: ʒaɑm ɝɹɪd 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: ɔwɡʒ  hɹp 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: h emnhbuf 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: pðæhjm h  	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: ɑfwuɔ ʃwk 	Real IPA: mɝtən
Word: mild      	Gen. IPA: ɝjzʒfjkbʃ 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: ɪtɝ ɪbjɡð 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: kptðnɡɑof 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: ɑdɪɡujʒɔð 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: bumoouɡmð 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: ðɡɡdɑuz ɹ 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: ɑdhjemɝɔo 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: fʃutmtape 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: fdaʃzkwzɑ 	Real IPA: pæntiz
Word: pennings  	Gen. IPA: aɡwʃaaæʃɪ 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: ɑjboɡ kɑh 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: ohzɪ uwnɹ 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ʒbapbɔeɔʃ 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: bæku æaja 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: ɹʃbɡaoɡpo 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA:  ɹtʃmnʃeɪ 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: ɪphwɑɑjæt 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: ʃzæʒðɡ ɑt 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: weʒæbɔtʃh 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: ʒdbætɹkɔj 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ɝowɔɪ eɹu 	Real IPA: ɹumən
Word: satires   	Gen. IPA: mhɝhʒzeuɝ 	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: twjbɔðʃmu 	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA:  ɹɪjt apd 	Real IPA: saɪd
Word: sevey     	Gen. IPA: duɹaeajkw 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: ɹzwmɪwɝɔɡ 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: ɡɹaɡwɝʒp  	Real IPA: sɪsən
Word: sokol     	Gen. IPA: kmzepkeoe 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: uɪhuðʒɹjd 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ɝbbfhndɹo 	Real IPA: stɔntən
Word: stocum    	Gen. IPA:  wbtwpebb 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: ɔɹeɝæoɹkh 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: hupemtmwɝ 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: ʃeʃmɔzðfɪ 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: u jʒbɪɹzʒ 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: kɪtʒkwhɔd 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: ɑʃzpkʒoɑɝ 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: pnðj zbto 	Real IPA: ətɝz
Word: views     	Gen. IPA: fmeuoubðk 	Real IPA: vjuz
Word: voshell   	Gen. IPA: ʃwzbet æz 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: jkɪɹbuuwð 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: ʃæokɔɝfɔd 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: aʃɹjʒaɪɡɔ 	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: oʃbnʒɝɹɝw 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: bpʃdɑɡeæð 	Real IPA: zɝk
[5/100] - ptime: 17.40 loss_d: 0.465, loss_g: 6.086
Word: agnew     	Gen. IPA: ktððkɑuej 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: dʃ ɔðfɡɔd 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: zzæ ɹeebɑ 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: jkʒʃo mjf 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: ɪkmbuwtoz 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: æfbdauɹ b 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: eʒwphzpnʒ 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: homɝɪofɹæ 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: eɔɑhðzoɪm 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: uhɑnkeouu 	Real IPA: bɑs
Word: branch    	Gen. IPA: ɑmeɹkɝzɔð 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: ððɔwmakɪ  	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: kɑʃnu nkæ 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: eɡ ɝdɹðhe 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: fnafed jz 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: nɔʒɝd tbd 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: æokdɹbɔʃɡ 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: æɪbdhoaɑh 	Real IPA: koʊmz
Word: contest   	Gen. IPA: ɔɹkðfhuɹd 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA: okjmɑ ɝua 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: aohtɑonɡɝ 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: tzðɹdɑbæɑ 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: tubmɪhfʒw 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: ɝɪɔʒɹwnɹa 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA:  ɡɝnaa mu 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA: ɑkd h ɑðp 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: fɹoɔɔwʒno 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA:   ɡkʃpaaɡ 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: bɪmtæbpua 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: ʃzpmɪkɔwɑ 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: nʒʃwpɹnhw 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA:  ɝɡwʒkjɡɡ 	Real IPA: fɹiks
Word: functions 	Gen. IPA: wtemnzpfɔ 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: ɝzeʃɔʒfaʃ 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: ɔʃð ambjz 	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: hʒɑɪekmhɑ 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: fɪjbhuɡzu 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: zɔhwwoɹkɡ 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: fnutzɑɡej 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA: aʒɡɪzɑfɹ  	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: nðdwaɡejʒ 	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: ɝ huɪʃɑpɑ 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: bɡnpjkwʒj 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: petkɔɑoɹf 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: ɹɔɝpɔ ɡʃb 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: ehpwpumʒʃ 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: ðhfbmɹɔðj 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: eɝʒkɑɔɡba 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: hmp ɹoɡjt 	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: ahfjænæʃ  	Real IPA: ɫin
Word: loong     	Gen. IPA: ʒaɑm ɝɹɪd 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: ɔwɡʒ  hɹp 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: h emnhbuf 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: pðæhjm hw 	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: ɑfwuɔ ʃwk 	Real IPA: mɝtən
Word: mild      	Gen. IPA: ɝjzʒfjkbʃ 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: ɪuɝ ɪbjɡð 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: hptðnɪɑof 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: ɑdɪɡujʒɔð 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: bumoouɡmð 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: ðɡɡdɑuz ɹ 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: ɑahjemɝɔo 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: fʃutmtape 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: fdaʃzkwzɑ 	Real IPA: pæntiz
Word: pennings  	Gen. IPA: aɡwʃaaæʃɪ 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: ɑjboɡ kɑh 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: ohzɪ uwnɹ 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ʒbapbɔeɔʃ 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: bʒku æajɔ 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: ɹʃbɡaoɡpo 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA:  ɹtʃmnʃeɪ 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: ɪphwɑɑjæt 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: ʃzpʒðɡ ɑt 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: weʒæbɔtʃh 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: ʒdbætɹkɔj 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ɝowɔɪ eɹu 	Real IPA: ɹumən
Word: satires   	Gen. IPA: mhɝhʒzeuɝ 	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: twjbɔðʃmu 	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA:  ɹɪjt apd 	Real IPA: saɪd
Word: sevey     	Gen. IPA: duɹaeajkw 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: ɹzwmɪwɝɔɡ 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: ɡɹaɡwɝʒp  	Real IPA: sɪsən
Word: sokol     	Gen. IPA: kmzɔpkeoe 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: uɪhuðʒɹjd 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ɝbbfhndɹo 	Real IPA: stɔntən
Word: stocum    	Gen. IPA:  wbtwpebb 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: ɔɹeɝæoɹkh 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: hupemtmwɝ 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: ʃeʃmɔzðfɪ 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: u jʒbɪɹɹʒ 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: kɪtʒkwhɔd 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: ɑʃzpkʒoɑɝ 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: pððj zbto 	Real IPA: ətɝz
Word: views     	Gen. IPA: fmeuoubðk 	Real IPA: vjuz
Word: voshell   	Gen. IPA: ʃwzbet æz 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: jkɪkbuuwð 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: ʃæokɔɝfɔd 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: aʃɹjʒaɪɡɔ 	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: oʃbnʒɝɹɝw 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: bpʃdɑɡeæð 	Real IPA: zɝk
[6/100] - ptime: 17.39 loss_d: 0.696, loss_g: 7.159
Word: agnew     	Gen. IPA: ktððkɑuej 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: dʃ ɔðfɡɔd 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: zzh ɹeebɑ 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: jkʒʃo mjɪ 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: ɪkmbuwmoz 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: æfbdauɹ b 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: eʒwphzpnʒ 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: homɝɪofɪæ 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: eɔɑhðzoɪm 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: uhɑɔɝeouu 	Real IPA: bɑs
Word: branch    	Gen. IPA: ɑmeɹkɝzɔð 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: ððɔwmakɪ  	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: kɑʃ u nkæ 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: eɡ ɝdɹðhe 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: fnafed jz 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: nɔʒɝd tbd 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: æokdɹbɔʃɡ 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: æɪbdhoaɑh 	Real IPA: koʊmz
Word: contest   	Gen. IPA: ɔɹkðfhuɹd 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA: okjmɑ ɝua 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: aohtɑonɡʒ 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: tzðɹdɑbæɑ 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: tubmɪhfʒw 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: ɝɪɔʒɹwnɹa 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA:  ɡɝnaa mu 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA: ɑkd h ɑðp 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: fɹoɔɔwʒno 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA:   ɡkʃpaaɡ 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: bɪmtæbpua 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: ʃæpmɪkɔwɑ 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: ɪʒʃwpɹnhw 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA:  ɝɡwʒkjɡɡ 	Real IPA: fɹiks
Word: functions 	Gen. IPA: wtemnzpfɔ 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: ɝzeʃɔʒfaʃ 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: ɔʃð ambjz 	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: hʒɑɪekmhɑ 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: fɪjbhuɡzu 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: zɔhwwoɹkɡ 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: fnutzɑɡej 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA: aʒɡɪzɑfɹ  	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: nðdwaɡejʒ 	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: ɝ huɪʃɑpɑ 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: bɡnpjkwʒj 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: petkɔɑoɹf 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: ɹɔɝpɔ ɡʃb 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: ehpbpumʒʃ 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: ðhfbmɹɔoj 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: eɝʒkɑɔɡba 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: hmp ɹoædt 	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: ahfjænæʃ  	Real IPA: ɫin
Word: loong     	Gen. IPA: ʒaɑm ɝɹɪd 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: ɔwɡʒh hɹp 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: h emnhbuf 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: pðæhjm h  	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: ɑfwuɔ ʃwk 	Real IPA: mɝtən
Word: mild      	Gen. IPA: ɝjzʒpjkbʃ 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: ɪtɝ ɪbjɡð 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: hptðnɡɑof 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: ɑdɪɡujʒɔð 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: bumoouɡmð 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: ðɡɡdɑuz ɹ 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: ɑahjemɝɔo 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: fʃutmtape 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: fdaʃzkwzɑ 	Real IPA: pæntiz
Word: pennings  	Gen. IPA: aɡwʃaaæʃɪ 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: ɑjbkɡ kɑh 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: ohzɪ uwnɹ 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ʒbapbɔeɔʃ 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: bʒku æajɔ 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: ɹʃbuaoɡpo 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA:  ɹtʃmnʃeɪ 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: ɪphwɑɑjæt 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: ʃzpʒðɡ ɑt 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: weʒæbɔtʃh 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: ʒdbɪtɹkwj 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ɝowɔɪ eɹu 	Real IPA: ɹumən
Word: satires   	Gen. IPA: mhɝhʒzeuɝ 	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: twjbɔðʃmu 	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA:  ɹɪjt apd 	Real IPA: saɪd
Word: sevey     	Gen. IPA: duɹaeajkw 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: ɹzwmɪwɝɔɡ 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: ɡɹaɡwɝʒp  	Real IPA: sɪsən
Word: sokol     	Gen. IPA: kmzɔpkeoe 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: uɪhuðʒɹjd 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ɝbbfhndɹo 	Real IPA: stɔntən
Word: stocum    	Gen. IPA:  wbɡwpebb 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: ɔɹeɝæoɹkh 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: hupemtmʃɝ 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: ʃeʃmɔzðfɪ 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: uɹjʒbɪɹzʒ 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: kɪtʒkwhɔd 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: ɑʃzukʒoɑɝ 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: pnðj zbto 	Real IPA: ətɝz
Word: views     	Gen. IPA: fmeuoubðk 	Real IPA: vjuz
Word: voshell   	Gen. IPA: ʃwzbet æz 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: jkɪɹbuuwð 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: ʃæokɔɝfɔd 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: aʃɹjʒaɪɡɔ 	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: oʃbnʒɝɹɝw 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: bpʃdɑɡeæð 	Real IPA: zɝk
[7/100] - ptime: 17.40 loss_d: 0.836, loss_g: 6.189
Word: agnew     	Gen. IPA: ktððkɑuej 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: dʃ ɔðfɡɔd 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: zzh ɹeebɑ 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: jkʒʃo mjf 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: ɪkmbuwmoz 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: æfbdauɹ b 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: eʒwphzpnʒ 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: homɝɪofɪæ 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: eɔɑhðzoɪm 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: uhɑnkeouu 	Real IPA: bɑs
Word: branch    	Gen. IPA: ɑmeɹkɝzɔð 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: ððɔwmakɪ  	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: kɑʃ u nkæ 	Real IPA: bɝtənz
