[1/100] - ptime: 18.52 loss_d: 1.364, loss_g: 0.622
[1/100] - ptime: 18.33 loss_d: 1.363, loss_g: 0.618
[1/100] - ptime: 18.49 loss_d: 1.332, loss_g: 0.636
Word: agnew     	Gen. IPA: znfhɪjovə 	Real IPA: æɡnju
Word: agnew     	Gen. IPA: znfhɪjovθ 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: ʒwedʊɹejʊ 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: ɡtɑdʒɹtɹʒ 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: jszsdʊbfv 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: ɔvŋo wsəʒ 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: θɪəhɪvdnh 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: hhəʒɔmnmn 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: æŋhjvnɑdʊ 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: f ɑæoobŋz 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: ænədmsʊdw 	Real IPA: bɑs
Word: branch    	Gen. IPA: ɡŋɛ ʒɡævv 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: zeejʒɡʊff 	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: hvf ɔθɪɹʒ 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: sbɔstʊθɹw 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: tʒɛmhmɑɪɑ 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: ŋdɑəɹsɹov 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: wjʒjoʊoʊf 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: mɹʊ mʊənɔ 	Real IPA: koʊmz
Word: contest   	Gen. IPA: əʒntfvɹwj 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA:  θvjvɛʒvŋ 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: ɹsɑ əθ dz 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: f sæ ɔmtθ 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: vɛɡwŋmɪɹɔ 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: bʊsmnɪʒɔs 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA: ɹeofszɪhz 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA:  ɑɛʒtɛwod 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: dʒʊtzjɛθæ 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA: zfszəhɔ ɛ 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: ɑjvwzbzəθ 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: dnvŋvʒezo 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: ddfjɡɡɹzɪ 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA: ɪæɔbæsjzɪ 	Real IPA: fɹiks
Word: functions 	Gen. IPA: ɹzvbeθæeb 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: zfŋɡobsŋɛ 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: tŋæmm fʊɑ 	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: jsoʒʒʒʊsɡ 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: ɛfdfzɔɹ ɹ 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: jnzjɛɔæʊt 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: θɹθɔɡfvmʒ 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA: ŋʒsɛvsɹɑb 	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: ɛʊɡæmoŋɑ  	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: ɔdʊssʊɪsɡ 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: z ɛwæbææd 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: v ɛɹndhʊz 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: eɔɛeŋbɡɑæ 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: vnɹmwoooɔ 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: dɹbtɛjoɑb 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: zɔθeɔæɪɡʊ 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: ɛvwmbwθʊɪ 	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: jɔtɡmɹoɑʒ 	Real IPA: ɫin
Word: loong     	Gen. IPA:  sθhf ɛhŋ 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: ɔæmʒŋwdzn 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: ɛθdje wwɪ 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: ʒŋɪvŋəfɪw 	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: ʊɑæwədt s 	Real IPA: mɝtən
Word: mild      	Gen. IPA: ɛbsŋtdʒɡd 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: wəvɔvhʒŋs 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: ŋesjɔhɹjɪ 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: sʊfɑdswzθ 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: oɛdsθhʒtɔ 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: wmŋɡɛodms 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: zvfʒeɹveʒ 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: sɔtɛwɛ sn 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: ʒɹfɛætəwɑ 	Real IPA: pæntiz
Word: pennings  	Gen. IPA: ɪɪwzvjdθʊ 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: moɔfhesoʒ 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: tɑɡtnoʒoŋ 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ʊdwjnɔɑmɔ 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: eætθʊŋoəθ 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: ŋæb nnθmʒ 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA: jʊʒæehɹfɪ 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: mwvɛzzfɪɔ 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: fsɪʊsʊnɹv 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: fdhsvf ms 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: fŋɡhwθfmɡ 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ɹwjɡonmjm 	Real IPA: ɹumən
Word: satires   	Gen. IPA: sɑwswʒjɪθ 	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: θɡɔɑvəæe  	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA: bŋfɔeʒtŋɪ 	Real IPA: saɪd
Word: sevey     	Gen. IPA: ʒθozsəsdv 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: fɑɑθt ɔth 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: dɡwwjdmʊɛ 	Real IPA: sɪsən
Word: sokol     	Gen. IPA: wəjʒɡvɛɔf 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: nəneɡɑemf 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ɪz ɛæfdeæ 	Real IPA: stɔntən
Word: stocum    	Gen. IPA: həwæzeɹnh 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: ʒɹteevɔtm 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: soɪhmhnɡæ 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: æobfɔwtɛe 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: æzfmzɔoɑd 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: ɑɛʒjæmθɡɑ 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: oɛbwzæ tɑ 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: ɹssvəsɪmɛ 	Real IPA: ətɝz
Word: views     	Gen. IPA: ɛfvbŋv ʊt 	Real IPA: vjuz
Word: voshell   	Gen. IPA: ʊænʒæwɔɡɹ 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: dtŋseɹʊʊə 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: hhvɔjhŋɪθ 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: jztseʊmæw 	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: jnjɪʊsbwm 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: ɪjmɑʒɛbθŋ 	Real IPA: zɝk
[5/100] - ptime: 17.65 loss_d: 0.288, loss_g: 3.465
Word: agnew     	Gen. IPA: znfhɪjovθ 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: ʒwedʊɹejʊ 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: ɡtɑdʒɹtɹʒ 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: jszjdʊbfv 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: ɔzŋo wsəʒ 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: θeəhɪvdnh 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: hhəʒɔmɛmn 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: æŋhjvnɑdʊ 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: f ɑæoobŋɑ 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: ænədmsndw 	Real IPA: bɑs
Word: branch    	Gen. IPA: ɡŋɛ θɡævv 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: zeejʒɡʊff 	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: hvf ɔθɪɹʒ 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: sbɔstʊθɹw 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: tʒɛthmɑɪn 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: ɹdɑəɹsɹov 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: wjʒjoʊoʊf 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: mɹʊ mʊənɔ 	Real IPA: koʊmz
Word: contest   	Gen. IPA: əʒntfvdwj 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA:  θvjvɛʒvŋ 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: ɹɪb əθ dz 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: f sæ zmtθ 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: vɛɡwŋmɪɹɔ 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: bʊzmnɪʒɔs 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA: ɹeofssɪhz 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA:  vɛʒtɛwzd 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: dʒʊtzjɛθæ 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA:  fszəhɔ ɛ 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: tjvwzbzəθ 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: dnvŋvʒezo 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: ddfjɡɡɹzɪ 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA: ɪæɔbæsjzɪ 	Real IPA: fɹiks
Word: functions 	Gen. IPA: ɹzvbeθæeb 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: zfŋɡobsŋɛ 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: tŋæmm fʊ  	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: jsoʒʒʒʊsɡ 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: ɛfdfzɔɹ ɹ 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: jnzjɛɔæʊz 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: θɹθɔɡfvmʒ 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA: ŋʒsɛvsɹɑb 	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: ɛʊɡæmoŋɑ  	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: ɔdʊssʊɪsɡ 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: z ɛwæbææd 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: v ɛɹndhʊz 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: eɔɛeŋbɡɑæ 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: vnɹmwoooɔ 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: dɹbtɛjoɑb 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: zɔθeɔæɪɡʊ 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: ɛvwmbwθʊɪ 	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: jɔtɡmɹoɑʒ 	Real IPA: ɫin
Word: loong     	Gen. IPA:  sθhf ɛhŋ 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: ɔæmʒzwdzn 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: ɔθdje wwɪ 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: ʒŋɪvŋəfɪw 	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: ʊɑæwədt s 	Real IPA: mɝtən
Word: mild      	Gen. IPA: ɛbsŋtdʒɡd 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: wəvɔvhʒŋs 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: ŋesjɔhɹjɪ 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: sʊfɑdswzθ 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: oɛdsθhʒtɔ 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: wvŋɡɛodms 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: zvfʒeɹveʒ 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: sɔtɛwɛ sn 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: ʒɹfɛætəwɑ 	Real IPA: pæntiz
Word: pennings  	Gen. IPA: ɪɪwzvjdθʊ 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: moɔfhesoʒ 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: tɑɡtnɛʒoŋ 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ʊdwjnɔwmɔ 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: estθʊŋoəθ 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: oæb nnθ ʒ 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA: jʊʒæehɹfɪ 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: mwvɛɛzfɪɔ 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: fsɪʊsʊnɹv 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: fdhsvf ms 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: fŋɡhwθfmɡ 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ɹwjɡowmjm 	Real IPA: ɹumən
Word: satires   	Gen. IPA: sɑwswʒjɪɪ 	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: θɡsɑvəæe  	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA: bŋfɔeʒtŋɪ 	Real IPA: saɪd
Word: sevey     	Gen. IPA: ʒθozsəsdv 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: fɑɑθt ɔth 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: dæwɪjdmʊɛ 	Real IPA: sɪsən
Word: sokol     	Gen. IPA: wəjʒɡvɛɔf 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: nənɔɡɑemf 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ɪz ɛæfdvæ 	Real IPA: stɔntən
Word: stocum    	Gen. IPA: həwæzeɹnh 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: ʒfteevɔɔm 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: soɪhmhnɡæ 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: æobfɔwtɛe 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: æzfmzɔoɑd 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: ɑɛʒjæmθɡs 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: oɛbwzæ tɑ 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: ɹssvəsɪmɛ 	Real IPA: ətɝz
Word: views     	Gen. IPA: ɛfvbŋv ʊt 	Real IPA: vjuz
Word: voshell   	Gen. IPA: ʊænʒæwɔɡɹ 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: dtŋseɹʊʊə 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: hhvɔjhŋɪθ 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: jztseʊmæw 	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: jnjɪʊsbwm 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: ɪjmɑʒɛbθŋ 	Real IPA: zɝk
[6/100] - ptime: 17.60 loss_d: 0.403, loss_g: 3.944
Word: agnew     	Gen. IPA: znfhɪjovθ 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: ʒwedʊɹæjʊ 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: ɡtɑdʒɹtɹʒ 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: jszjdʊbfv 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: ɔzŋo wsəʒ 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: θeəhɪvdnh 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: hhəʒɔmɛmn 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: æŋhjvnɑdʊ 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: f ɑæoobŋɑ 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: ænədmsndw 	Real IPA: bɑs
Word: branch    	Gen. IPA: ɡŋɛ θɡævv 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: zeejʒɡʊff 	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: hvf ɔθɪɹʒ 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: sbɔstʊθɹw 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: tʒɛthmɑɪn 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: ɹdɑəɹsmov 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: wjʒjoʊoʊf 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: mɹʊ mʊənɔ 	Real IPA: koʊmz
Word: contest   	Gen. IPA: əʒntfvdwj 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA:  θvjvɛʒvŋ 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: ɹɪb əθ df 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: f sæ zmtθ 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: vɛɡwŋmɪɹɔ 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: bʊzmnɪʒɔs 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA: ɹeofssɪhz 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA:  vɛʒtɛwoj 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: dʒʊtzjɛθæ 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA:  fszəhɔ ɛ 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: tjvwzbzəθ 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: dnvŋvʒezo 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: ddfjɡɡɹzɪ 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA: ɪæɔbæsjzɪ 	Real IPA: fɹiks
Word: functions 	Gen. IPA: ɹzvbeθæeb 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: zfŋɡobsŋɛ 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: tŋæmm fʊ  	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: jsoʒʒʒʊsɡ 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: ɛfdfzɔɹ ɹ 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: jnzjɛɔæʊz 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: θɹθɔɡfvmʒ 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA: ŋʒsɛvsɹɑb 	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: ɛʊɡæmoŋɑ  	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: ɔdʊssʊɪsɡ 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: z ɛwæbææd 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: v ɛɹndhʊz 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: eəɛeŋbɡɑæ 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: vnɹmwoooɔ 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: dɹbtɛjoɑb 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: zvθeɔæɪɡʊ 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: ɛvwmbwθʊɪ 	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: jɔtɡmɹoɑʒ 	Real IPA: ɫin
Word: loong     	Gen. IPA:  sθhf ɛhŋ 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: ɔæmʒzwdzn 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: ɔθdje wwɪ 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: ʒŋɪvŋəfɪw 	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: ʊɑæwədt s 	Real IPA: mɝtən
Word: mild      	Gen. IPA: ɛbsŋteʒɡd 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: wəvɔvhʒŋs 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: ŋesjɔhɹjɪ 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: sʊfɑdswzθ 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: oɛdsθhʒtɔ 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: wvŋɡɛodms 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: zvfʒeɹveʒ 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: sɔtɛwɛ sn 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: ʒɹfɛætəwɑ 	Real IPA: pæntiz
Word: pennings  	Gen. IPA: ɪɪwzvjdθʊ 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: moɔfhesoʒ 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: tɑɡtnɛʒoŋ 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ʊdwjnɔwmɔ 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: estθʊŋoəθ 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: ŋæe nnθ ʒ 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA: jʊʒæehɹfɪ 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: mwvɛɛzfɪɔ 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: fsɪʊsʊnɹv 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: fdhsvf ms 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: fŋɡhwθfmɡ 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ɹwjɡowmjm 	Real IPA: ɹumən
Word: satires   	Gen. IPA: sɑwswʒjɪɪ 	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: θɡsɑvəæe  	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA: bŋfɔeʒtzɪ 	Real IPA: saɪd
Word: sevey     	Gen. IPA: ʒθozsəsdv 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: fɑɑθt ɔth 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: dæwwjdmʊɛ 	Real IPA: sɪsən
Word: sokol     	Gen. IPA: wəjʒɡvɛɔf 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: nənɔɡɑemf 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ɪz ɛæfdvæ 	Real IPA: stɔntən
Word: stocum    	Gen. IPA: həwæzeɹnh 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: ʒfteevɔɔm 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: soɪhmhnɡæ 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: ædbfɔwtɛe 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: æzfmzɔoɑd 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: ɑɛʒjæmθɡs 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: oɛbwzæ tɑ 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: ɹssvəsɪmɛ 	Real IPA: ətɝz
Word: views     	Gen. IPA: ɛfvbŋv ʊt 	Real IPA: vjuz
Word: voshell   	Gen. IPA: ʊænʒæwɔɡɹ 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: dtŋseɹʊʊə 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: ɹhvɔjhŋɪθ 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: jztseʊmæw 	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: jnjɪʊsbwm 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: ɪjmɑvdbθŋ 	Real IPA: zɝk
[7/100] - ptime: 17.75 loss_d: 0.387, loss_g: 4.108
Word: agnew     	Gen. IPA: znfhɪjovθ 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: ʒwedʊɹejʊ 	Real IPA: ɑɫfɑɹoʊ
